,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t812,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,393.5104061456316,-3.8669966576470527,-9066.431208364636,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2589.122396728492,11.599998125797331,0.0,-0.0,0.0,-0.0,0.0,0.0,-393.5104061456316,-3.8669966576470527,-1236.0579957286818
t813,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,373.03042085100736,-3.6657414088756557,-9133.02936749119,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2608.293606992655,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-373.03042085100736,-3.6657414088756557,-1245.1392381462801
t814,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,386.0201222082354,-3.793390210400982,-9033.132128801362,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2580.0412971296782,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-386.0201222082354,-3.793390210400982,-1232.021887987527
t815,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,472.9512005219926,-4.647655266762783,-8391.368049945502,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2396.4012830203305,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-472.9512005219926,-4.647655266762783,-1144.236544617408
t816,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,578.8672269732367,-5.6884839561231315,-7608.335148699986,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2173.4098373161232,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-578.8672269732367,-5.6884839561231315,-1037.279689476804
t817,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,661.8014741001539,-6.503472458169445,-6994.824834322057,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1997.8419117390547,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-661.8014741001539,-6.503472458169445,-953.5304538478401
t818,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,713.7602795290661,-7.014067664270747,-6609.362761801712,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1887.8597054867532,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-713.7602795290661,-7.014067664270747,-901.0610532128268
t819,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,744.7357212270713,-7.318460960215757,-6379.296393909988,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1822.2739861619864,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-744.7357212270713,-7.318460960215757,-869.7812182188765
t820,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,763.7206693645585,-7.50502459321431,-6244.081949622746,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1783.931565633661,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-763.7206693645585,-7.50502459321431,-850.6097064483907
t821,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,766.7182927546876,-7.534482008950922,-6216.837248161884,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1774.850466034847,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-766.7182927546876,-7.534482008950922,-847.5826256425246
t822,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,850.0090655995205,-8.35297406195297,-6167.393160325505,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1760.724311103359,77.04607635081359,0.0,-0.0,0.0,-0.0,0.0,0.0,-850.0090655995205,-8.35297406195297,-840.5194370955036
t823,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,866.7493993614817,-8.51748004119623,-6403.513906319644,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1829.3370636277305,126.23977802125691,0.0,-0.0,0.0,-0.0,0.0,0.0,-866.7493993614817,-8.51748004119623,-872.8082990247425
t824,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,811.6595993033989,-7.976116790395154,-6979.688889066021,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1993.8058674729152,149.31271566489318,0.0,-0.0,0.0,-0.0,0.0,0.0,-811.6595993033989,-7.976116790395154,-951.5123999772627
t825,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,720.508213946882,-7.080379099577643,-7713.277702475158,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2202.6711582456346,157.15925921114217,0.0,-0.0,0.0,-0.0,0.0,0.0,-720.508213946882,-7.080379099577643,-1051.406066570846
t826,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,649.0488380886554,-6.378153279661104,-8273.307676948432,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2363.10391782468,161.68370461494183,0.0,-0.0,0.0,-0.0,0.0,0.0,-649.0488380886554,-6.378153279661104,-1128.0921136527888
t827,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,603.282129673415,-5.928407337217733,-8616.38910275188,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2460.977991278563,161.88248928053932,0.0,-0.0,0.0,-0.0,0.0,0.0,-603.282129673415,-5.928407337217733,-1174.5073526760696
t828,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,581.0957160510424,-5.710383147811317,-8813.156391080329,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2516.4735999379814,166.72177872155584,0.0,-0.0,0.0,-0.0,0.0,0.0,-581.0957160510424,-5.710383147811317,-1201.7510799288652
t829,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,570.3856001969565,-5.605135658637078,-8895.899558479983,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2540.689865534818,167.00571166647134,0.0,-0.0,0.0,-0.0,0.0,0.0,-570.3856001969565,-5.605135658637078,-1212.850376217041
t830,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,574.9620506453201,-5.650108087094685,-8850.491722711882,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2527.5727216698647,165.57297293155995,0.0,-0.0,0.0,-0.0,0.0,0.0,-574.9620506453201,-5.650108087094685,-1206.796214605309
t831,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,575.0003558453893,-5.650484509365421,-8823.247021251018,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2519.5006331375857,161.57554681274559,0.0,-0.0,0.0,-0.0,0.0,0.0,-575.0003558453893,-5.650484509365421,-1202.760106864154
t832,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,569.7387302140571,-5.5987789168006765,-8850.491722711882,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2527.5727216698647,160.29832333000297,0.0,-0.0,0.0,-0.0,0.0,0.0,-569.7387302140571,-5.5987789168006765,-1206.796214605309
t833,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,550.9944631486565,-5.414580438285418,-8954.425213469984,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2557.843053665911,155.49623488012952,0.0,-0.0,0.0,-0.0,0.0,0.0,-550.9944631486565,-5.414580438285418,-1220.922591699351
t834,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,521.3535829269222,-5.1233017758737684,-9063.404019313431,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2588.113385661957,140.6994800253141,0.0,-0.0,0.0,-0.0,0.0,0.0,-521.3535829269222,-5.1233017758737684,-1236.0579957286818
t835,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,485.0948051769931,-4.766989540721716,-9040.195569920845,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2582.0593192627484,101.05730923436712,0.0,-0.0,0.0,-0.0,0.0,0.0,-485.0948051769931,-4.766989540721716,-1233.0309149228156
t836,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,433.5486806140021,-4.260449717919732,-8968.552095708948,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2561.8790979320506,38.914375495686684,0.0,-0.0,0.0,-0.0,0.0,0.0,-433.5486806140021,-4.260449717919732,-1222.9406455699284
t837,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,371.0320052575879,-3.646103131717914,-9150.183438781361,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2613.338662325329,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-371.0320052575879,-3.646103131717914,-1247.1572920168576
t838,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,386.0201222082356,-3.793390210400984,-9036.159317852569,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2581.050308196213,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-386.0201222082356,-3.793390210400984,-1232.021887987527
t839,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,490.9369408627696,-4.824399761182461,-8255.14454264119,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2358.0588624920056,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-490.9369408627696,-4.824399761182461,-1126.0740597822114
t840,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,604.8466296876927,-5.943781559173784,-7419.640364508089,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2118.92323972324,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-604.8466296876927,-5.943781559173784,-1011.0449891592972
t841,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,405.76784525384176,-3.987449574069343,-8890.301216789514,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2539.5249713686367,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-405.76784525384176,-3.987449574069343,-1212.0801055782522
t842,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,487.0774740650658,-4.786473076210636,-8287.187874210169,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2366.5088359058773,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-487.0774740650658,-4.786473076210636,-1129.9714532648868
t843,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,539.3479497294244,-5.300131041872898,-7905.965502077359,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2258.007191632622,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-539.3479497294244,-5.300131041872898,-1077.1873196348663
t844,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,567.4191311047283,-5.575984393802634,-7690.916984463979,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2197.4026696061187,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-567.4191311047283,-5.575984393802634,-1048.8402849076328
t845,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,565.4831875616036,-5.556960024704032,-7713.399329487195,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2203.267623350619,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-565.4831875616036,-5.556960024704032,-1050.7952528198557
t846,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,600.224581578155,-5.898361045988041,-7991.007415860832,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2282.444498901373,74.18215328229513,0.0,-0.0,0.0,-0.0,0.0,0.0,-600.224581578155,-5.898361045988041,-1089.8946110643155
t847,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,530.7358115632308,-5.215500218942284,-8895.188683098908,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2541.479955950137,127.1735009103736,0.0,-0.0,0.0,-0.0,0.0,0.0,-530.7358115632308,-5.215500218942284,-1213.0575895343638
t848,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,411.7241877362927,-4.045982095984185,-9987.048656617751,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2852.322504408654,155.5699202894241,0.0,-0.0,0.0,-0.0,0.0,0.0,-411.7241877362927,-4.045982095984185,-1361.6351508633109
t849,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,317.2040680322799,-3.117140110442012,-10744.60593457398,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3069.3257929551655,163.73425794768738,0.0,-0.0,0.0,-0.0,0.0,0.0,-317.2040680322799,-3.117140110442012,-1465.2484502111292
t850,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,239.28813216201888,-2.351466169214049,-11348.696770415201,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3241.364436127175,167.16130044956378,0.0,-0.0,0.0,-0.0,0.0,0.0,-239.28813216201888,-2.351466169214049,-1547.3571025244946
t851,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,177.20381171669825,-1.7413683016483972,-11829.623455259669,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3378.213356832182,169.9583071959323,0.0,-0.0,0.0,-0.0,0.0,0.0,-177.20381171669825,-1.7413683016483972,-1612.8485275839646
t852,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,134.06268428406997,-1.3174237426642077,-12151.218738417858,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3471.075124453437,170.3800132295731,0.0,-0.0,0.0,-0.0,0.0,0.0,-134.06268428406997,-1.3174237426642077,-1656.835305608982
t853,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,101.12718229439291,-0.9937690841775527,-12383.862134745063,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3536.5671079336907,168.40034317695708,0.0,-0.0,0.0,-0.0,0.0,0.0,-101.12718229439291,-0.9937690841775527,-1688.1147922045498
t854,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,68.11430879620036,-0.669354101795639,-12633.122916524206,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3607.9240451584446,169.27499316028474,0.0,-0.0,0.0,-0.0,0.0,0.0,-68.11430879620036,-0.669354101795639,-1722.326730668452
t855,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,47.303098320696776,-0.46484392851046613,-12781.701892329815,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3649.9562136606964,167.80895163372602,0.0,-0.0,0.0,-0.0,0.0,0.0,-47.303098320696776,-0.46484392851046613,-1741.876409790682
t856,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,31.497510206190835,-0.30952362323670674,-12871.631272422683,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3676.3485055109486,164.55533464339558,0.0,-0.0,0.0,-0.0,0.0,0.0,-31.497510206190835,-0.30952362323670674,-1754.5837012201314
t857,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,13.649050335941004,-0.15806737559341794,-12953.74070642052,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.4980875339369524,-0.009217610502175455,-3699.8083204889494,159.77409592227508,0.0,-0.0,0.0,-0.0,0.0,0.0,-15.147137869877955,-0.14884976509124248,-1766.3135086934692
t858,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4.960745564700793,-0.04874886716727911,-12905.843536588447,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3686.1234284184484,142.64521502639363,0.0,-0.0,0.0,-0.0,0.0,0.0,-4.960745564700793,-0.04874886716727911,-1759.4711210006888
t859,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,14.027359831623876,-0.13784579197234073,-12551.013482526372,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3584.4642301804433,103.90421236865852,0.0,-0.0,0.0,-0.0,0.0,0.0,-14.027359831623876,-0.13784579197234073,-1711.5744071512256
t860,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,17.84899343881558,-0.17540069307524403,-12070.086797681904,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3446.6378171846854,42.27197581748287,0.0,-0.0,0.0,-0.0,0.0,0.0,-17.84899343881558,-0.17540069307524403,-1646.0829820917554
t861,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,11.803334228029366,-0.1159904625037747,-11809.09609676021,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3373.325895378432,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-11.803334228029366,-0.1159904625037747,-1609.91607571563
t862,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,67.94569697863697,-0.6676971663632445,-11388.773994152238,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3252.116851325425,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-67.94569697863697,-0.6676971663632445,-1553.2220062611634
t863,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,218.94929334233896,-2.1515979560542235,-10273.4541823483,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2933.454364540908,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-218.94929334233896,-2.1515979560542235,-1400.7345091077705
t864,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,372.8568050207273,-3.6640352993931034,-9136.629518783022,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2609.9044163026406,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-372.8568050207273,-3.6640352993931034,-1245.3145600860432
t865,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,484.1735587503663,-4.757936522562604,-8309.670219233385,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2373.3512819411276,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-484.1735587503663,-4.757936522562604,-1132.9039051332213
t866,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,554.8354980744194,-5.452325994661718,-7790.621297175637,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2224.7724537471195,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-554.8354980744194,-5.452325994661718,-1061.5475763370823
t867,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,599.3621995662807,-5.889886483929573,-7459.2510813986555,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2129.9557015443647,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-599.3621995662807,-5.889886483929573,-1016.5833143559535
t868,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,619.6896067690868,-6.0896423594648965,-7305.784639283653,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2085.9685484606125,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-619.6896067690868,-6.0896423594648965,-996.056151277612
t869,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,613.8817761397136,-6.032569252169089,-7350.749329330086,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2099.6534405311136,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-613.8817761397136,-6.032569252169089,-1001.921055014281
t870,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,646.6455624912016,-6.354536474215508,-7626.402429179964,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2178.8303160818677,71.20762786188303,0.0,-0.0,0.0,-0.0,0.0,0.0,-646.6455624912016,-6.354536474215508,-1040.0429293026293
t871,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,577.2333481221149,-5.672427953644891,-8535.471162727434,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2437.865773130632,125.25376739838542,0.0,-0.0,0.0,-0.0,0.0,0.0,-577.2333481221149,-5.672427953644891,-1164.183391728789
t872,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,460.47319706050047,-4.525034881313963,-9620.488683413127,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2746.753337007648,154.94630063727598,0.0,-0.0,0.0,-0.0,0.0,0.0,-460.47319706050047,-4.525034881313963,-1311.7834691016246
t873,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,365.13468358837173,-3.588150602819635,-10388.798387250023,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2966.68910242641,163.26168619058217,0.0,-0.0,0.0,-0.0,0.0,0.0,-365.13468358837173,-3.588150602819635,-1416.3742524055544
t874,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,288.00861763936075,-2.8302386528827457,-10985.069276996212,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3137.750253307669,166.50887664888822,0.0,-0.0,0.0,-0.0,0.0,0.0,-288.00861763936075,-2.8302386528827457,-1497.5054207628084
t875,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,216.67983128263657,-2.129296126007375,-11504.11819905396,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3285.3515892109276,165.83547656142767,0.0,-0.0,0.0,-0.0,0.0,0.0,-216.67983128263657,-2.129296126007375,-1568.8617495589474
t876,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,166.21806534060747,-1.6334122124201518,-11850.150813759126,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3384.0783105766827,161.7970565991632,0.0,-0.0,0.0,-0.0,0.0,0.0,-166.21806534060747,-1.6334122124201518,-1615.7809794522993
t877,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,134.09334063699694,-1.317725000299208,-12097.456609014514,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3455.4352478014366,162.5910991912224,0.0,-0.0,0.0,-0.0,0.0,0.0,-134.09334063699694,-1.317725000299208,-1649.01543396009
t878,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,91.22385446808192,-0.8964498392329759,-12392.659574101974,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3539.4995848059407,159.3771800618127,0.0,-0.0,0.0,-0.0,0.0,0.0,-91.22385446808192,-0.8964498392329759,-1689.0922761606612
t879,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,55.4486559540793,-0.5448897002385533,-12622.370490643538,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3604.9915682861947,155.50739196049452,0.0,-0.0,0.0,-0.0,0.0,0.0,-55.4486559540793,-0.5448897002385533,-1721.3492467123403
t880,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,35.2282357053199,-0.34618517731614784,-12792.454318210484,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3652.8886905329473,157.57039817937743,0.0,-0.0,0.0,-0.0,0.0,0.0,-35.2282357053199,-0.34618517731614784,-1743.8313777029048
t881,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,14.567862639559639,-0.14315727171746287,-12901.933563540933,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3685.145936127699,152.34674050580287,0.0,-0.0,0.0,-0.0,0.0,0.0,-14.567862639559639,-0.14315727171746287,-1759.4711210006888
t882,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6.144250078347013,-0.06037907548478525,-12842.306474566314,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3667.5510748941974,136.0204780994656,0.0,-0.0,0.0,-0.0,0.0,0.0,-6.144250078347013,-0.06037907548478525,-1751.6512493517969
t883,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,8.772163261185248,-0.08620337729717709,-12527.553644241276,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3577.621784145193,94.6874375590984,0.0,-0.0,0.0,-0.0,0.0,0.0,-8.772163261185248,-0.08620337729717709,-1707.6644713267797
t884,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3.441753551493727,-0.03382184885638361,-12068.131811158144,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3446.6378171846854,19.86216602662435,0.0,-0.0,0.0,-0.0,0.0,0.0,3.441753551493727,-0.03382184885638361,-1645.1054981356442
t885,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,3.091588283970128,-0.03038080156006831,-11871.655665520466,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3390.9207566119326,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3.091588283970128,-0.03038080156006831,-1618.7134313206334
t886,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,47.61828977583085,-0.46794129082792024,-11543.21792952912,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3296.104004409178,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-47.61828977583085,-0.46794129082792024,-1573.749169339505
t887,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,193.7820272817218,-1.904281157772393,-10460.155395367188,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2987.216440532161,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-193.7820272817218,-1.904281157772393,-1426.1490919666694
t888,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,342.84968010229977,-3.3691575783647703,-9358.520489229555,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2673.441415201394,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-342.84968010229977,-3.3691575783647703,-1275.616562725499
t889,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,452.23049028882735,-4.4440344324357985,-8547.201081869984,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2440.7982500028816,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-452.23049028882735,-4.4440344324357985,-1165.1608756849005
t890,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,521.924457841305,-5.128911719985477,-8033.03962612163,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2294.174406390374,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-521.924457841305,-5.128911719985477,-1094.7820308448731
t891,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,563.5472440184795,-5.537935655605432,-7720.241782320349,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2205.222607932119,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-563.5472440184795,-5.537935655605432,-1052.7502207320788
t892,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,582.9066794497234,-5.728179346591453,-7576.550272824135,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2164.1679317206167,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-582.9066794497234,-5.728179346591453,-1033.2005416098489
