,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t472,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,535.2909844074702,-5.260263554011901,-8506.031868960263,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2429.403582134069,78.88363269236753,0.0,-0.0,0.0,-0.0,0.0,0.0,-535.2909844074702,-5.260263554011901,-1160.1677851370491
t473,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,511.63538432138,-5.027801781619303,-8565.82269600808,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2446.1870265702287,62.338404917030836,0.0,-0.0,0.0,-0.0,0.0,0.0,-511.63538432138,-5.027801781619303,-1167.510619220195
t474,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,448.721069490017,-4.40954762271658,-8782.95780476067,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2508.0759779285663,28.177172259348414,0.0,-0.0,0.0,-0.0,0.0,0.0,-448.721069490017,-4.40954762271658,-1196.8819555527782
t475,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,390.69381400109717,-3.83931822211201,-9003.239799147359,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2571.0138945641643,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-390.69381400109717,-3.83931822211201,-1227.302268182954
t476,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,342.91046760149555,-3.3697549324691254,-9361.984761434253,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2673.8124917356404,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-342.91046760149555,-3.3697549324691254,-1275.5551778721986
t477,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,364.72460400131365,-3.5841207820887035,-9189.955013437027,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2624.511123704422,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-364.72460400131365,-3.5841207820887035,-1253.5266756227609
t478,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,429.1282448007767,-4.2170104333465055,-8720.020092078761,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2490.243568215147,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-429.1282448007767,-4.2170104333465055,-1188.4901451720402
t479,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,514.3072536000659,-5.054058036622948,-8086.447117747522,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2309.8215405264336,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-514.3072536000659,-5.054058036622948,-1102.474088769474
t480,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,602.6025675993302,-5.921729332702195,-7433.992829611712,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2122.0567558969014,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-602.6025675993302,-5.921729332702195,-1013.3111034741313
t481,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,675.3163555987234,-6.636282164767452,-6892.728500547279,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1968.9078254169465,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-675.3163555987234,-6.636282164767452,-939.8827626426726
t482,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,724.1384703983163,-7.116053352011268,-6536.08146201645,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1866.1092282454704,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-724.1384703983163,-7.116053352011268,-890.5808766558359
t483,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,748.030143598117,-7.350834996832709,-6355.660018994972,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1814.7099296597323,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-748.030143598117,-7.350834996832709,-866.4544218112138
t484,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,760.4953643980131,-7.473329768043897,-6267.5472212402965,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1789.5347630054932,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-760.4953643980131,-7.473329768043897,-853.8667062401065
t485,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,757.3790591980392,-7.442706075241102,-6282.232687532743,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1794.7795893917933,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-757.3790591980392,-7.442706075241102,-857.0136351328833
t486,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,738.6812279981937,-7.258963918424309,-6425.940464823106,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1834.6402699276719,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-738.6812279981937,-7.258963918424309,-875.8952084895442
t487,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,694.0141867985675,-6.820024321584234,-6762.65722767133,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1931.145075435588,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-694.0141867985675,-6.820024321584234,-921.0011892860117
t488,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,658.0310998054048,-6.466421278408578,-7217.906682737153,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2061.2167698158237,26.601887819198474,0.0,-0.0,0.0,-0.0,0.0,0.0,-658.0310998054048,-6.466421278408578,-983.9397671415478
t489,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,579.9604251630543,-5.699226731104808,-7938.543492945031,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2266.8139641587754,45.31881430562408,0.0,-0.0,0.0,-0.0,0.0,0.0,-579.9604251630543,-5.699226731104808,-1081.4945628176288
t490,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,509.5757661995869,-5.007562071897225,-8559.528924739887,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2444.089096015709,59.209570787923155,0.0,-0.0,0.0,-0.0,0.0,0.0,-509.5757661995869,-5.007562071897225,-1166.4616429226028
t491,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,476.1693758764205,-4.67928002978033,-8947.644819611669,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2555.279415405265,78.97268959984596,0.0,-0.0,0.0,-0.0,0.0,0.0,-476.1693758764205,-4.67928002978033,-1219.9594340998083
t492,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,449.71517661853323,-4.419316637419314,-9176.318509022612,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2620.3152625953826,82.67883957977318,0.0,-0.0,0.0,-0.0,0.0,0.0,-449.71517661853323,-4.419316637419314,-1250.379746729984
t493,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,442.13904433468633,-4.344866565040073,-9253.941687996969,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2642.3435334178416,85.51802019951083,0.0,-0.0,0.0,-0.0,0.0,0.0,-442.13904433468633,-4.344866565040073,-1260.8695097059067
t494,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,453.9701828707175,-4.4611302583515515,-9161.633042730167,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2616.1194014863427,85.92668315529772,0.0,-0.0,0.0,-0.0,0.0,0.0,-453.9701828707175,-4.4611302583515515,-1249.330770432392
t495,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,485.65343534388927,-4.772479156636596,-9058.834778683045,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2586.7483737230637,103.23561636046225,0.0,-0.0,0.0,-0.0,0.0,0.0,-485.65343534388927,-4.772479156636596,-1234.6451022661
t496,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,498.2900028227536,-4.8966577385539845,-8988.554332854914,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2566.8180334551244,106.55557574287263,0.0,-0.0,0.0,-0.0,0.0,0.0,-498.2900028227536,-4.8966577385539845,-1225.2043155877695
t497,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,463.98145408485607,-4.559510254710645,-9115.478720096766,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2603.5318181592233,89.74247658024161,0.0,-0.0,0.0,-0.0,0.0,0.0,-463.98145408485607,-4.559510254710645,-1243.0369126468383
t498,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,379.7314298573901,-3.7315917117541857,-9370.376456458505,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2675.9104222901606,39.280751630363596,0.0,-0.0,0.0,-0.0,0.0,0.0,-379.7314298573901,-3.7315917117541857,-1277.653130467383
t499,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,311.7474156017557,-3.063518004441159,-9582.26675582094,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2736.750408371238,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-311.7474156017557,-3.063518004441159,-1307.0244667999666
t500,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,257.73145880220596,-2.532707329192679,-9980.872269473042,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2850.038658315314,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-257.73145880220596,-2.532707329192679,-1361.5712342747645
t501,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,285.778205601972,-2.8083205644178486,-9778.422627012895,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2792.345568066016,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-285.778205601972,-2.8083205644178486,-1333.2488742397732
t502,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,378.2285932012013,-3.716823450900826,-9097.646368170224,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2598.286991772923,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-378.2285932012013,-3.716823450900826,-1239.8899837540614
t503,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,489.3768120002744,-4.809068494200576,-8276.309217671287,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2364.367734943952,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-489.3768120002744,-4.809068494200576,-1127.6495199116887
t504,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,591.176115199425,-5.809442459091939,-7514.7628942201645,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2146.1829572738798,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-591.176115199425,-5.809442459091939,-1024.8498427476463
t505,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,719.2540523116133,-7.068054549131222,-6568.400842447542,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1875.9691494408673,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-719.2540523116133,-7.068054549131222,-895.513293545419
t506,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,748.912874708916,-7.3595095279296014,-6348.755275440632,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1813.070769230769,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-748.912874708916,-7.3595095279296014,-865.563016169318
t507,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,759.7877762545921,-7.466376353488995,-6266.887382283512,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1790.1078685191455,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-759.7877762545921,-7.466376353488995,-854.5812477980809
t508,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,759.7877762545935,-7.466376353489009,-6271.879326988214,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1791.1062555066078,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-759.7877762545935,-7.466376353489009,-854.5812477980809
t509,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,728.1516990308037,-7.1554910427707314,-6500.510394463588,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1856.0014096916295,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-728.1516990308037,-7.1554910427707314,-886.5282103325886
t510,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,630.2775851197058,-6.193689612736087,-7226.339154527332,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2063.6659030837,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-630.2775851197058,-6.193689612736087,-985.3641256737218
t511,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,514.4420124123087,-5.055382301161807,-8412.425216364643,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2402.1190918332763,44.7576178119739,0.0,-0.0,0.0,-0.0,0.0,0.0,-514.4420124123087,-5.055382301161807,-1147.095623504667
t512,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,447.18341970484585,-4.394437255907914,-9210.137980176101,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2630.749711962046,84.65907861326237,0.0,-0.0,0.0,-0.0,0.0,0.0,-447.18341970484585,-4.394437255907914,-1254.9166220586303
t513,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,435.6350800389555,-4.280952605459192,-9492.682050462263,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2710.6206709589965,112.9309574649755,0.0,-0.0,0.0,-0.0,0.0,0.0,-435.6350800389555,-4.280952605459192,-1294.850325226765
t514,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,435.49180745745036,-4.279544676761095,-9612.488723375123,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2744.5658285327004,127.7614156428637,0.0,-0.0,0.0,-0.0,0.0,0.0,-435.49180745745036,-4.279544676761095,-1309.8254639148156
t515,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,425.3731164492038,-4.180109074302918,-9719.316340055757,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2775.5158251440184,133.51677029941277,0.0,-0.0,0.0,-0.0,0.0,0.0,-425.3731164492038,-4.180109074302918,-1325.7989451820695
t516,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,425.07950001180546,-4.177223728034262,-9720.314728996698,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2775.5158251440184,133.22026851574952,0.0,-0.0,0.0,-0.0,0.0,0.0,-425.07950001180546,-4.177223728034262,-1325.7989451820695
t517,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,435.82400987959926,-4.282809204550064,-9641.442002662397,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2753.5513114198575,133.08859548881793,0.0,-0.0,0.0,-0.0,0.0,0.0,-435.82400987959926,-4.282809204550064,-1314.8171768108323
t518,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,438.05446418901835,-4.3047277084189695,-9569.557998914683,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2732.585184683158,125.3575425100722,0.0,-0.0,0.0,-0.0,0.0,0.0,-438.05446418901835,-4.3047277084189695,-1304.8337510187987
t519,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,458.5637763944919,-4.506271150499779,-9413.809324127964,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2688.6561572348355,125.10320399435635,0.0,-0.0,0.0,-0.0,0.0,0.0,-458.5637763944919,-4.506271150499779,-1283.8685568555281
t520,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,477.1629073447242,-4.689043387514195,-9306.98170744733,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2657.706160623517,128.9099684935525,0.0,-0.0,0.0,-0.0,0.0,0.0,-477.1629073447242,-4.689043387514195,-1268.8934181674776
t521,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,462.0967880071824,-4.540989785342301,-9307.980096388272,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2658.7045476109784,113.6957955538388,0.0,-0.0,0.0,-0.0,0.0,0.0,-462.0967880071824,-4.540989785342301,-1268.8934181674776
t522,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,414.8981796986976,-4.077172672188356,-9416.804490950786,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2689.654544222297,81.0085088202507,0.0,-0.0,0.0,-0.0,0.0,0.0,-414.8981796986976,-4.077172672188356,-1283.8685568555281
t523,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,327.6800694385104,-3.2200869748469287,-9510.653051399193,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2715.6126058963064,4.913423813162241,0.0,-0.0,0.0,-0.0,0.0,0.0,-327.6800694385104,-3.2200869748469287,-1295.8486678059687
t524,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,268.43995187261424,-2.637938871395861,-9912.005405657274,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2830.427109454422,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-268.43995187261424,-2.637938871395861,-1350.7575096621536
t525,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,265.47406963288375,-2.608793373516022,-9927.979628712323,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2835.419044391731,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-265.47406963288375,-2.608793373516022,-1353.752537399764
t526,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,358.4050464777654,-3.5220189737509426,-9240.089648404319,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2638.7368078617415,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-358.4050464777654,-3.5220189737509426,-1259.9083349546474
t527,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,485.93798278616634,-4.775275382583974,-8298.608877097426,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2370.1707082344965,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-485.93798278616634,-4.775275382583974,-1131.122142237413
t528,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,603.5846449621334,-5.931380131817544,-7423.021775892609,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2120.5739613690275,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-603.5846449621334,-5.931380131817544,-1012.3193753122126
t529,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,674.7658187156595,-6.630872080933655,-6897.869192957906,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1969.8175262622838,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-674.7658187156595,-6.630872080933655,-940.4387096095703
t530,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,710.3564055924226,-6.980618055491708,-6632.297734667734,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1894.938502202643,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-710.3564055924226,-6.980618055491708,-904.4983767582492
t531,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,727.1630716175606,-7.145775876810788,-6512.491061754874,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1859.9949576414772,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-727.1630716175606,-7.145775876810788,-887.5265529117919
t532,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,728.1516990308039,-7.155491042770734,-6502.507172345469,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1856.9997966790916,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-728.1516990308039,-7.155491042770734,-886.5282103325886
t533,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,697.5042492202581,-6.854320898012411,-6726.146295116141,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1920.8965638766515,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-697.5042492202581,-6.854320898012411,-917.476830287893
t534,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,603.5846449621331,-5.9313801318175425,-7425.018553774491,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2120.5739613690275,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-603.5846449621331,-5.9313801318175425,-1012.3193753122126
t535,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,494.5079712590006,-4.859492003702397,-8578.157780560767,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2450.041667231447,46.59122310368074,0.0,-0.0,0.0,-0.0,0.0,0.0,-494.5079712590006,-4.859492003702397,-1169.059160247141
t536,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,451.4741266310294,-4.436601704632438,-9300.991373801688,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2655.7093866485934,101.9704035177729,0.0,-0.0,0.0,-0.0,0.0,0.0,-451.4741266310294,-4.436601704632438,-1267.8950755882743
t537,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,455.548446768302,-4.476639736935924,-9444.75938129712,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2697.6416401219917,126.05161327141634,0.0,-0.0,0.0,-0.0,0.0,0.0,-455.548446768302,-4.476639736935924,-1287.8619271723414
t538,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,457.99634455767625,-4.500695041247925,-9505.661106694492,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2714.614218908844,136.51030699872948,0.0,-0.0,0.0,-0.0,0.0,0.0,-457.99634455767625,-4.500695041247925,-1295.8486678059687
t539,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,453.56474837226915,-4.457146084551037,-9567.5612210328,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2732.585184683158,141.02024506945523,0.0,-0.0,0.0,-0.0,0.0,0.0,-453.56474837226915,-4.457146084551037,-1304.8337510187987
t540,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,463.4833329172974,-4.554615256103313,-9545.59666433211,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2725.596475770925,147.0429284692227,0.0,-0.0,0.0,-0.0,0.0,0.0,-463.4833329172974,-4.554615256103313,-1300.8403807019852
t541,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,468.5606073967505,-4.6045092440014015,-9487.690105757561,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2709.6222839715347,145.18169888215033,0.0,-0.0,0.0,-0.0,0.0,0.0,-468.5606073967505,-4.6045092440014015,-1293.851982647562
t542,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,469.8104413219455,-4.6167912663719965,-9464.72716011593,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2702.633575059301,142.45044451290227,0.0,-0.0,0.0,-0.0,0.0,0.0,-469.8104413219455,-4.6167912663719965,-1289.8586123307482
t543,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,482.8261043272448,-4.744695191026853,-9336.933375675546,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2665.6932565232123,138.62218759639933,0.0,-0.0,0.0,-0.0,0.0,0.0,-482.8261043272448,-4.744695191026853,-1272.886788484291
t544,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,491.4687477696118,-4.829625786972771,-9227.110592172092,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2634.743259911894,132.37462294666202,0.0,-0.0,0.0,-0.0,0.0,0.0,-491.4687477696118,-4.829625786972771,-1257.9116497962407
t545,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,479.164143089948,-4.708709378087972,-9242.086426286198,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2639.7351948492033,121.94578701652028,0.0,-0.0,0.0,-0.0,0.0,0.0,-479.164143089948,-4.708709378087972,-1259.9083349546474
t546,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,426.00402666765865,-4.186308980755042,-9315.967207915795,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2660.701321585903,78.24669598897216,0.0,-0.0,0.0,-0.0,0.0,0.0,-426.00402666765865,-4.186308980755042,-1269.891760746681
t547,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,342.9669776420748,-3.3703102523148805,-9379.864100135987,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2678.672287360216,3.378731447737736,0.0,-0.0,0.0,-0.0,0.0,0.0,-342.9669776420748,-3.3703102523148805,-1278.8768439595112
t548,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,283.2693630713052,-2.7836663607954426,-9795.193899567234,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2797.48033886818,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-283.2693630713052,-2.7836663607954426,-1335.7823709741033
t549,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,278.3262260050485,-2.7350905309953215,-9832.134290382035,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2808.4625957302605,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-278.3262260050485,-2.7350905309953215,-1340.77408387012
t550,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,369.27994802344296,-3.6288857993103507,-9160.218533129077,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2615.7739071501182,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-369.27994802344296,-3.6288857993103507,-1248.9265665834102
t551,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,496.812884331844,-4.88214220814338,-8216.740983940306,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2346.2094205354115,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-496.812884331844,-4.88214220814338,-1120.140373866176
t552,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,612.4822916812831,-6.018816625456655,-7365.11521731806,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2103.6013825821756,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-612.4822916812831,-6.018816625456655,-1003.3342920993822
