Resource,Zone,StartCap,RetCap,NewCap,EndCap
NGCT,1,954.0,0.0,1.2844742047495856,955.2844742047496
NGST,1,528.0,0.0,0.0,528.0
Adsorber,1,442.0,442.0,0.0,0.0
Compressor,1,42.7,42.7,0.0,0.0
Regenerator,1,552.0,552.0000000000001,0.0,-1.1368683772161603e-13
Rich,1,6122.0,6122.0,0.0,0.0
Lean,1,6122.0,6122.0,0.0,0.0
BOP,1,1482.0,0.0,1.2844742047495856,1483.2844742047496
Total,n/a,16244.7,13280.7,2.5689484094991712,2966.568948409499
