Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,1025,69156
,,,,,,,,1026,72089
,,,,,,,,1027,73098
,,,,,,,,1028,72329
,,,,,,,,1029,70073
,,,,,,,,1030,67156
,,,,,,,,1031,63862
,,,,,,,,1032,58667
,,,,,,,,1033,52024
,,,,,,,,1034,46992
,,,,,,,,1035,47648
,,,,,,,,1036,52945
,,,,,,,,1037,60354
,,,,,,,,1038,69908
,,,,,,,,1039,72983
,,,,,,,,1040,74064
,,,,,,,,1041,73567
,,,,,,,,1042,71945
,,,,,,,,1043,70360
,,,,,,,,1044,68943
,,,,,,,,1045,67624
,,,,,,,,1046,66587
,,,,,,,,1047,66515
,,,,,,,,1048,67820
,,,,,,,,1049,70649
,,,,,,,,1050,72190
,,,,,,,,1051,72368
,,,,,,,,1052,71010
,,,,,,,,1053,67944
,,,,,,,,1054,64003
,,,,,,,,1055,59736
,,,,,,,,1056,55035
,,,,,,,,1057,51314
,,,,,,,,1058,47343
,,,,,,,,1059,46964
,,,,,,,,1060,51118
,,,,,,,,1061,55357
,,,,,,,,1062,62063
,,,,,,,,1063,65154
,,,,,,,,1064,67428
,,,,,,,,1065,68780
,,,,,,,,1066,67793
,,,,,,,,1067,66615
,,,,,,,,1068,65608
,,,,,,,,1069,64767
,,,,,,,,1070,64120
,,,,,,,,1071,64121
,,,,,,,,1072,65103
,,,,,,,,1073,67112
,,,,,,,,1074,68313
,,,,,,,,1075,68409
,,,,,,,,1076,67177
,,,,,,,,1077,64091
,,,,,,,,1078,60349
,,,,,,,,1079,56262
,,,,,,,,1080,51609
,,,,,,,,1081,48401
,,,,,,,,1082,45453
,,,,,,,,1083,45069
,,,,,,,,1084,48138
,,,,,,,,1085,54583
,,,,,,,,1086,61784
,,,,,,,,1087,64564
,,,,,,,,1088,65941
,,,,,,,,1089,66137
,,,,,,,,1090,65553
,,,,,,,,1091,64737
,,,,,,,,1092,63982
,,,,,,,,1093,63312
,,,,,,,,1094,62719
,,,,,,,,1095,62766
,,,,,,,,1096,63812
,,,,,,,,1097,66024
,,,,,,,,1098,67318
,,,,,,,,1099,67512
,,,,,,,,1100,66314
,,,,,,,,1101,63386
,,,,,,,,1102,59454
,,,,,,,,1103,55558
,,,,,,,,1104,51421
,,,,,,,,1105,48082
,,,,,,,,1106,46723
,,,,,,,,1107,45934
,,,,,,,,1108,45726
,,,,,,,,1109,49085
,,,,,,,,1110,53932
,,,,,,,,1111,58865
,,,,,,,,1112,63910
,,,,,,,,1113,66091
,,,,,,,,1114,65824
,,,,,,,,1115,65192
,,,,,,,,1116,64557
,,,,,,,,1117,63941
,,,,,,,,1118,63285
,,,,,,,,1119,63187
,,,,,,,,1120,63948
,,,,,,,,1121,65675
,,,,,,,,1122,67308
,,,,,,,,1123,67426
,,,,,,,,1124,66101
,,,,,,,,1125,63183
,,,,,,,,1126,59443
,,,,,,,,1127,55453
,,,,,,,,1128,51796
,,,,,,,,1129,48881
,,,,,,,,1130,46319
,,,,,,,,1131,46225
,,,,,,,,1132,48441
,,,,,,,,1133,53282
,,,,,,,,1134,58733
,,,,,,,,1135,61746
,,,,,,,,1136,63735
,,,,,,,,1137,64784
,,,,,,,,1138,64138
,,,,,,,,1139,63181
,,,,,,,,1140,62288
,,,,,,,,1141,61403
,,,,,,,,1142,60451
,,,,,,,,1143,60146
,,,,,,,,1144,60827
,,,,,,,,1145,62950
,,,,,,,,1146,64105
,,,,,,,,1147,64124
,,,,,,,,1148,63182
,,,,,,,,1149,61021
,,,,,,,,1150,58106
,,,,,,,,1151,50218
,,,,,,,,1152,40392
,,,,,,,,1153,32525
,,,,,,,,1154,24598
,,,,,,,,1155,21596
,,,,,,,,1156,22563
,,,,,,,,1157,28038
,,,,,,,,1158,37790
,,,,,,,,1159,48525
,,,,,,,,1160,56768
,,,,,,,,1161,60481
,,,,,,,,1162,60498
,,,,,,,,1163,59930
,,,,,,,,1164,58950
,,,,,,,,1165,58161
,,,,,,,,1166,57554
,,,,,,,,1167,57740
,,,,,,,,1168,58669
,,,,,,,,1169,60819
,,,,,,,,1170,62157
,,,,,,,,1171,62272
,,,,,,,,1172,61536
,,,,,,,,1173,59629
,,,,,,,,1174,56991
,,,,,,,,1175,47752
,,,,,,,,1176,36416
,,,,,,,,1177,28002
,,,,,,,,1178,23142
,,,,,,,,1179,20783
,,,,,,,,1180,21296
,,,,,,,,1181,25016
,,,,,,,,1182,31449
,,,,,,,,1183,40884
,,,,,,,,1184,52144
,,,,,,,,1185,59420
,,,,,,,,1186,59871
,,,,,,,,1187,59673
,,,,,,,,1188,59108
,,,,,,,,1189,58293
,,,,,,,,1190,57713
,,,,,,,,1191,57824
,,,,,,,,1192,59033
,,,,,,,,1193,61506
,,,,,,,,1194,63590
,,,,,,,,1195,64306
,,,,,,,,1196,63787
,,,,,,,,1197,61852
,,,,,,,,1198,59320
,,,,,,,,1199,52138
,,,,,,,,1200,42743
,,,,,,,,1201,39331
,,,,,,,,1202,36625
,,,,,,,,1203,36378
,,,,,,,,1204,34448
,,,,,,,,1205,37814
,,,,,,,,1206,45293
,,,,,,,,1207,54849
,,,,,,,,1208,62840
,,,,,,,,1209,66786
,,,,,,,,1210,66337
,,,,,,,,1211,65379
,,,,,,,,1212,64239
,,,,,,,,1213,63083
,,,,,,,,1214,62088
,,,,,,,,1215,61779
,,,,,,,,1216,62830
,,,,,,,,1217,65740
,,,,,,,,1218,67942
,,,,,,,,1219,68419
,,,,,,,,1220,67316
,,,,,,,,1221,64574
,,,,,,,,1222,60982
,,,,,,,,1223,51157
,,,,,,,,1224,39894
,,,,,,,,1225,33363
,,,,,,,,1226,30706
,,,,,,,,1227,32426
,,,,,,,,1228,36957
,,,,,,,,1229,53741
,,,,,,,,1230,60720
,,,,,,,,1231,62486
,,,,,,,,1232,65788
,,,,,,,,1233,66232
,,,,,,,,1234,65489
,,,,,,,,1235,64607
,,,,,,,,1236,63842
,,,,,,,,1237,63045
,,,,,,,,1238,62447
,,,,,,,,1239,62488
,,,,,,,,1240,63255
,,,,,,,,1241,65033
,,,,,,,,1242,66743
,,,,,,,,1243,66888
,,,,,,,,1244,65550
,,,,,,,,1245,62405
,,,,,,,,1246,58531
,,,,,,,,1247,54832
,,,,,,,,1248,51135
,,,,,,,,1249,49147
,,,,,,,,1250,48193
,,,,,,,,1251,48012
,,,,,,,,1252,50158
,,,,,,,,1253,54985
,,,,,,,,1254,59267
,,,,,,,,1255,61282
,,,,,,,,1256,62373
,,,,,,,,1257,63208
,,,,,,,,1258,62765
,,,,,,,,1259,62185
,,,,,,,,1260,61859
,,,,,,,,1261,61476
,,,,,,,,1262,61142
,,,,,,,,1263,61377
,,,,,,,,1264,62353
,,,,,,,,1265,64109
,,,,,,,,1266,65329
,,,,,,,,1267,65216
,,,,,,,,1268,64014
,,,,,,,,1269,60976
,,,,,,,,1270,57027
,,,,,,,,1271,51742
,,,,,,,,1272,45943
,,,,,,,,1273,42002
,,,,,,,,1274,40111
,,,,,,,,1275,38929
,,,,,,,,1276,44066
,,,,,,,,1277,49935
,,,,,,,,1278,53946
,,,,,,,,1279,56651
,,,,,,,,1280,60265
,,,,,,,,1281,62739
,,,,,,,,1282,62799
,,,,,,,,1283,62648
,,,,,,,,1284,62629
,,,,,,,,1285,62519
,,,,,,,,1286,62253
,,,,,,,,1287,62305
,,,,,,,,1288,62830
,,,,,,,,1289,64545
,,,,,,,,1290,65951
,,,,,,,,1291,65812
,,,,,,,,1292,64500
,,,,,,,,1293,61334
,,,,,,,,1294,57483
,,,,,,,,1295,51943
,,,,,,,,1296,44637
,,,,,,,,1297,36602
,,,,,,,,1298,30194
,,,,,,,,1299,30107
,,,,,,,,1300,35401
,,,,,,,,1301,41035
,,,,,,,,1302,48351
,,,,,,,,1303,52396
,,,,,,,,1304,58432
,,,,,,,,1305,64117
,,,,,,,,1306,64694
,,,,,,,,1307,64354
,,,,,,,,1308,64017
,,,,,,,,1309,63627
,,,,,,,,1310,63148
,,,,,,,,1311,63068
,,,,,,,,1312,63440
,,,,,,,,1313,64460
,,,,,,,,1314,65534
,,,,,,,,1315,65428
,,,,,,,,1316,64515
,,,,,,,,1317,62220
,,,,,,,,1318,59311
,,,,,,,,1319,52809
,,,,,,,,1320,44091
,,,,,,,,1321,35474
,,,,,,,,1322,29166
,,,,,,,,1323,28351
,,,,,,,,1324,30080
,,,,,,,,1325,39780
,,,,,,,,1326,45555
,,,,,,,,1327,50832
,,,,,,,,1328,59031
,,,,,,,,1329,62417
,,,,,,,,1330,62426
,,,,,,,,1331,61574
,,,,,,,,1332,60347
,,,,,,,,1333,59151
,,,,,,,,1334,58130
,,,,,,,,1335,57907
,,,,,,,,1336,58734
,,,,,,,,1337,61094
,,,,,,,,1338,63246
,,,,,,,,1339,63916
,,,,,,,,1340,63624
,,,,,,,,1341,61936
,,,,,,,,1342,59601
,,,,,,,,1343,54642
,,,,,,,,1344,49296
,,,,,,,,1345,42122
,,,,,,,,1346,33851
,,,,,,,,1347,33416
,,,,,,,,1348,36460
,,,,,,,,1349,38640
,,,,,,,,1350,42957
,,,,,,,,1351,51017
,,,,,,,,1352,56443
,,,,,,,,1353,59265
,,,,,,,,1354,58727
,,,,,,,,1355,57828
,,,,,,,,1356,56843
,,,,,,,,1357,55841
,,,,,,,,1358,55048
,,,,,,,,1359,55112
,,,,,,,,1360,56299
,,,,,,,,1361,59276
,,,,,,,,1362,62074
,,,,,,,,1363,62972
,,,,,,,,1364,62385
,,,,,,,,1365,60184
,,,,,,,,1366,57150
,,,,,,,,1367,50877
,,,,,,,,1368,42246
,,,,,,,,1369,30681
,,,,,,,,1370,23225
,,,,,,,,1371,21123
,,,,,,,,1372,23962
,,,,,,,,1373,31649
,,,,,,,,1374,41173
,,,,,,,,1375,49932
,,,,,,,,1376,59172
,,,,,,,,1377,64772
,,,,,,,,1378,64884
,,,,,,,,1379,64193
,,,,,,,,1380,63494
,,,,,,,,1381,62709
,,,,,,,,1382,61985
,,,,,,,,1383,61710
,,,,,,,,1384,62311
,,,,,,,,1385,64441
,,,,,,,,1386,66508
,,,,,,,,1387,66604
,,,,,,,,1388,65329
,,,,,,,,1389,62345
,,,,,,,,1390,58484
,,,,,,,,1391,52765
,,,,,,,,1392,48184
,,,,,,,,1393,33486
,,,,,,,,1394,39481
,,,,,,,,1395,43332
,,,,,,,,1396,43217
,,,,,,,,1397,50914
,,,,,,,,1398,50532
,,,,,,,,1399,54479
,,,,,,,,1400,62828
,,,,,,,,1401,64450
,,,,,,,,1402,64114
,,,,,,,,1403,63604
,,,,,,,,1404,63087
,,,,,,,,1405,62596
,,,,,,,,1406,62111
,,,,,,,,1407,62108
,,,,,,,,1408,62862
,,,,,,,,1409,64896
,,,,,,,,1410,66625
,,,,,,,,1411,66507
,,,,,,,,1412,65126
,,,,,,,,1413,61943
,,,,,,,,1414,57826
,,,,,,,,1415,53336
,,,,,,,,1416,48476
,,,,,,,,1417,42296
,,,,,,,,1418,41908
,,,,,,,,1419,42977
,,,,,,,,1420,46001
,,,,,,,,1421,51036
,,,,,,,,1422,55958
,,,,,,,,1423,59858
,,,,,,,,1424,62439
,,,,,,,,1425,63716
,,,,,,,,1426,63852
,,,,,,,,1427,63771
,,,,,,,,1428,63631
,,,,,,,,1429,63490
,,,,,,,,1430,63285
,,,,,,,,1431,63135
,,,,,,,,1432,63432
,,,,,,,,1433,64571
,,,,,,,,1434,66081
,,,,,,,,1435,66206
,,,,,,,,1436,65067
,,,,,,,,1437,62093
,,,,,,,,1438,58178
,,,,,,,,1439,53991
,,,,,,,,1440,49906
,,,,,,,,1441,46680
,,,,,,,,1442,45366
,,,,,,,,1443,45504
,,,,,,,,1444,46763
,,,,,,,,1445,51270
,,,,,,,,1446,54286
,,,,,,,,1447,51805
,,,,,,,,1448,58120
,,,,,,,,1449,63719
,,,,,,,,1450,64459
,,,,,,,,1451,64419
,,,,,,,,1452,64386
,,,,,,,,1453,64162
,,,,,,,,1454,63841
,,,,,,,,1455,63764
,,,,,,,,1456,63812
,,,,,,,,1457,64232
,,,,,,,,1458,64969
,,,,,,,,1459,64562
,,,,,,,,1460,63451
,,,,,,,,1461,60868
,,,,,,,,1462,57639
,,,,,,,,1463,52272
,,,,,,,,1464,46477
,,,,,,,,1465,41156
,,,,,,,,1466,41833
,,,,,,,,1467,42454
,,,,,,,,1468,44094
,,,,,,,,1469,46437
,,,,,,,,1470,48956
,,,,,,,,1471,53274
,,,,,,,,1472,57124
,,,,,,,,1473,59892
,,,,,,,,1474,60305
,,,,,,,,1475,59884
,,,,,,,,1476,58955
,,,,,,,,1477,57918
,,,,,,,,1478,57133
,,,,,,,,1479,56982
,,,,,,,,1480,57485
,,,,,,,,1481,59289
,,,,,,,,1482,60915
,,,,,,,,1483,61302
,,,,,,,,1484,60830
,,,,,,,,1485,58953
,,,,,,,,1486,56184
,,,,,,,,1487,47126
,,,,,,,,1488,35353
,,,,,,,,1489,28430
,,,,,,,,1490,28347
,,,,,,,,1491,29990
,,,,,,,,1492,31149
,,,,,,,,1493,32960
,,,,,,,,1494,36443
,,,,,,,,1495,45172
,,,,,,,,1496,52243
,,,,,,,,1497,57301
,,,,,,,,1498,57416
,,,,,,,,1499,56922
,,,,,,,,1500,56371
,,,,,,,,1501,55833
,,,,,,,,1502,55483
,,,,,,,,1503,55752
,,,,,,,,1504,56910
,,,,,,,,1505,59471
,,,,,,,,1506,62033
,,,,,,,,1507,62898
,,,,,,,,1508,62371
,,,,,,,,1509,60110
,,,,,,,,1510,56780
,,,,,,,,1511,48050
,,,,,,,,1512,38164
,,,,,,,,1513,30142
,,,,,,,,1514,25378
,,,,,,,,1515,24018
,,,,,,,,1516,27412
,,,,,,,,1517,35347
,,,,,,,,1518,44422
,,,,,,,,1519,51404
,,,,,,,,1520,58802
,,,,,,,,1521,64579
,,,,,,,,1522,64749
,,,,,,,,1523,64160
,,,,,,,,1524,63593
,,,,,,,,1525,63050
,,,,,,,,1526,62612
,,,,,,,,1527,62700
,,,,,,,,1528,63416
,,,,,,,,1529,65422
,,,,,,,,1530,67710
,,,,,,,,1531,68267
,,,,,,,,1532,67164
,,,,,,,,1533,64277
,,,,,,,,1534,60260
,,,,,,,,1535,52526
,,,,,,,,1536,44298
,,,,,,,,1537,30260
,,,,,,,,1538,25648
,,,,,,,,1539,25049
,,,,,,,,1540,28947
,,,,,,,,1541,36872
,,,,,,,,1542,44588
,,,,,,,,1543,50350
,,,,,,,,1544,56824
,,,,,,,,1545,63303
,,,,,,,,1546,63767
,,,,,,,,1547,62864
,,,,,,,,1548,62123
,,,,,,,,1549,61423
,,,,,,,,1550,60795
,,,,,,,,1551,60568
,,,,,,,,1552,60967
,,,,,,,,1553,62911
,,,,,,,,1554,65391
,,,,,,,,1555,65933
,,,,,,,,1556,64905
,,,,,,,,1557,61880
,,,,,,,,1558,57493
,,,,,,,,1559,45364
,,,,,,,,1560,33884
,,,,,,,,1561,25597
,,,,,,,,1562,20525
,,,,,,,,1563,18865
,,,,,,,,1564,21031
,,,,,,,,1565,27619
,,,,,,,,1566,35469
,,,,,,,,1567,43140
,,,,,,,,1568,52232
,,,,,,,,1569,60969
,,,,,,,,1570,62223
,,,,,,,,1571,61708
,,,,,,,,1572,61276
,,,,,,,,1573,60766
,,,,,,,,1574,60265
,,,,,,,,1575,60101
,,,,,,,,1576,60552
,,,,,,,,1577,62159
,,,,,,,,1578,64045
,,,,,,,,1579,64204
,,,,,,,,1580,63183
,,,,,,,,1581,60212
,,,,,,,,1582,55919
,,,,,,,,1583,46941
,,,,,,,,1584,37352
,,,,,,,,1585,28873
,,,,,,,,1586,19690
,,,,,,,,1587,16750
,,,,,,,,1588,18655
,,,,,,,,1589,25227
,,,,,,,,1590,33622
,,,,,,,,1591,42231
,,,,,,,,1592,52476
,,,,,,,,1593,61584
,,,,,,,,1594,63133
,,,,,,,,1595,63022
,,,,,,,,1596,62822
,,,,,,,,1597,62639
,,,,,,,,1598,62251
,,,,,,,,1599,62191
,,,,,,,,1600,62687
,,,,,,,,1601,64130
,,,,,,,,1602,65711
,,,,,,,,1603,65592
,,,,,,,,1604,64504
,,,,,,,,1605,61414
,,,,,,,,1606,57227
,,,,,,,,1607,46070
,,,,,,,,1608,33146
,,,,,,,,1609,24129
,,,,,,,,1610,18695
,,,,,,,,1611,16595
,,,,,,,,1612,18429
,,,,,,,,1613,25055
,,,,,,,,1614,33468
,,,,,,,,1615,42293
,,,,,,,,1616,52275
,,,,,,,,1617,62099
,,,,,,,,1618,64011
,,,,,,,,1619,63503
,,,,,,,,1620,62961
,,,,,,,,1621,62281
,,,,,,,,1622,61471
,,,,,,,,1623,61034
,,,,,,,,1624,61120
,,,,,,,,1625,62396
,,,,,,,,1626,64218
,,,,,,,,1627,64395
,,,,,,,,1628,63720
,,,,,,,,1629,61507
,,,,,,,,1630,57499
,,,,,,,,1631,44925
,,,,,,,,1632,33366
,,,,,,,,1633,25027
,,,,,,,,1634,19995
,,,,,,,,1635,17965
,,,,,,,,1636,19005
,,,,,,,,1637,22921
,,,,,,,,1638,29100
,,,,,,,,1639,37681
,,,,,,,,1640,47897
,,,,,,,,1641,57586
,,,,,,,,1642,59479
,,,,,,,,1643,58697
,,,,,,,,1644,57605
,,,,,,,,1645,56501
,,,,,,,,1646,55675
,,,,,,,,1647,55405
,,,,,,,,1648,55753
,,,,,,,,1649,57517
,,,,,,,,1650,59727
,,,,,,,,1651,60138
,,,,,,,,1652,59589
,,,,,,,,1653,57679
,,,,,,,,1654,54627
,,,,,,,,1655,46248
,,,,,,,,1656,34123
,,,,,,,,1657,24232
,,,,,,,,1658,18396
,,,,,,,,1659,16501
,,,,,,,,1660,17285
,,,,,,,,1661,20953
,,,,,,,,1662,26703
,,,,,,,,1663,34456
,,,,,,,,1664,43965
,,,,,,,,1665,53068
,,,,,,,,1666,55144
,,,,,,,,1667,55029
,,,,,,,,1668,54580
,,,,,,,,1669,53948
,,,,,,,,1670,53572
,,,,,,,,1671,53612
,,,,,,,,1672,54075
,,,,,,,,1673,55701
,,,,,,,,1674,57846
,,,,,,,,1675,58343
,,,,,,,,1676,57070
,,,,,,,,1677,54938
,,,,,,,,1678,51017
,,,,,,,,1679,39924
,,,,,,,,1680,28954
,,,,,,,,1681,21091
,,,,,,,,1682,16661
,,,,,,,,1683,16072
,,,,,,,,1684,19811
,,,,,,,,1685,26265
,,,,,,,,1686,33030
,,,,,,,,1687,40554
,,,,,,,,1688,50182
,,,,,,,,1689,59510
,,,,,,,,1690,61681
,,,,,,,,1691,61605
,,,,,,,,1692,61443
,,,,,,,,1693,61081
,,,,,,,,1694,60851
,,,,,,,,1695,60808
,,,,,,,,1696,60856
,,,,,,,,1697,61613
,,,,,,,,1698,62689
,,,,,,,,1699,62469
,,,,,,,,1700,60263
,,,,,,,,1701,57122
,,,,,,,,1702,52682
,,,,,,,,1703,42945
,,,,,,,,1704,31665
,,,,,,,,1705,21842
,,,,,,,,1706,16746
,,,,,,,,1707,15291
,,,,,,,,1708,18601
,,,,,,,,1709,24865
,,,,,,,,1710,31634
,,,,,,,,1711,39415
,,,,,,,,1712,49447
,,,,,,,,1713,59035
,,,,,,,,1714,61529
,,,,,,,,1715,61847
,,,,,,,,1716,62148
,,,,,,,,1717,62135
,,,,,,,,1718,62090
,,,,,,,,1719,62050
,,,,,,,,1720,61789
,,,,,,,,1721,62141
,,,,,,,,1722,63509
,,,,,,,,1723,63356
,,,,,,,,1724,61195
,,,,,,,,1725,57912
,,,,,,,,1726,53755
,,,,,,,,1727,45508
,,,,,,,,1728,30565
,,,,,,,,1729,23490
,,,,,,,,1730,25754
,,,,,,,,1731,29154
,,,,,,,,1732,26917
,,,,,,,,1733,29790
,,,,,,,,1734,34641
,,,,,,,,1735,45589
,,,,,,,,1736,56033
,,,,,,,,1737,60663
,,,,,,,,1738,62007
,,,,,,,,1739,62666
,,,,,,,,1740,63177
,,,,,,,,1741,63517
,,,,,,,,1742,63667
,,,,,,,,1743,63783
,,,,,,,,1744,63471
,,,,,,,,1745,63564
,,,,,,,,1746,64404
,,,,,,,,1747,64053
,,,,,,,,1748,61728
,,,,,,,,1749,58291
,,,,,,,,1750,54047
,,,,,,,,1751,47249
,,,,,,,,1752,39744
,,,,,,,,1753,32165
,,,,,,,,1754,29520
,,,,,,,,1755,26711
,,,,,,,,1756,33715
,,,,,,,,1757,42518
,,,,,,,,1758,49283
,,,,,,,,1759,54009
,,,,,,,,1760,58957
,,,,,,,,1761,61601
,,,,,,,,1762,62608
,,,,,,,,1763,63386
,,,,,,,,1764,64050
,,,,,,,,1765,64363
,,,,,,,,1766,64388
,,,,,,,,1767,64334
,,,,,,,,1768,64002
,,,,,,,,1769,64121
,,,,,,,,1770,64540
,,,,,,,,1771,64116
,,,,,,,,1772,61706
,,,,,,,,1773,58359
,,,,,,,,1774,54238
,,,,,,,,1775,48538
,,,,,,,,1776,43242
,,,,,,,,1777,37424
,,,,,,,,1778,31425
,,,,,,,,1779,28362
,,,,,,,,1780,28130
,,,,,,,,1781,33567
,,,,,,,,1782,40124
,,,,,,,,1783,45909
,,,,,,,,1784,53252
,,,,,,,,1785,60253
,,,,,,,,1786,62395
,,,,,,,,1787,63059
,,,,,,,,1788,63526
,,,,,,,,1789,63581
,,,,,,,,1790,63421
,,,,,,,,1791,63211
,,,,,,,,1792,62524
,,,,,,,,1793,62015
,,,,,,,,1794,62291
,,,,,,,,1795,61855
,,,,,,,,1796,60025
,,,,,,,,1797,57150
,,,,,,,,1798,52944
,,,,,,,,1799,44698
,,,,,,,,1800,34814
,,,,,,,,1801,26705
,,,,,,,,1802,20413
,,,,,,,,1803,18733
,,,,,,,,1804,19350
,,,,,,,,1805,23388
,,,,,,,,1806,28557
,,,,,,,,1807,36853
,,,,,,,,1808,45421
,,,,,,,,1809,53948
,,,,,,,,1810,57406
,,,,,,,,1811,58098
,,,,,,,,1812,58487
,,,,,,,,1813,58709
,,,,,,,,1814,58737
,,,,,,,,1815,58718
,,,,,,,,1816,58389
,,,,,,,,1817,58270
,,,,,,,,1818,58919
,,,,,,,,1819,58803
,,,,,,,,1820,57180
,,,,,,,,1821,54725
,,,,,,,,1822,50844
,,,,,,,,1823,41675
,,,,,,,,1824,29561
,,,,,,,,1825,21056
,,,,,,,,1826,15693
,,,,,,,,1827,13381
,,,,,,,,1828,14674
,,,,,,,,1829,18583
,,,,,,,,1830,23356
,,,,,,,,1831,33352
,,,,,,,,1832,46495
,,,,,,,,1833,52917
,,,,,,,,1834,55060
,,,,,,,,1835,56066
,,,,,,,,1836,56760
,,,,,,,,1837,57203
,,,,,,,,1838,57590
,,,,,,,,1839,58085
,,,,,,,,1840,58318
,,,,,,,,1841,58936
,,,,,,,,1842,60403
,,,,,,,,1843,60539
,,,,,,,,1844,58763
,,,,,,,,1845,55968
,,,,,,,,1846,51629
,,,,,,,,1847,41779
,,,,,,,,1848,30784
,,,,,,,,1849,22398
,,,,,,,,1850,18506
,,,,,,,,1851,20465
,,,,,,,,1852,26390
,,,,,,,,1853,30529
,,,,,,,,1854,33635
,,,,,,,,1855,40671
,,,,,,,,1856,50502
,,,,,,,,1857,60278
,,,,,,,,1858,63875
,,,,,,,,1859,64592
,,,,,,,,1860,65106
,,,,,,,,1861,65302
,,,,,,,,1862,65338
,,,,,,,,1863,65232
,,,,,,,,1864,64755
,,,,,,,,1865,64654
,,,,,,,,1866,65426
,,,,,,,,1867,64834
,,,,,,,,1868,62212
,,,,,,,,1869,58591
,,,,,,,,1870,53164
,,,,,,,,1871,41864
,,,,,,,,1872,30707
,,,,,,,,1873,22612
,,,,,,,,1874,17857
,,,,,,,,1875,16766
,,,,,,,,1876,20220
,,,,,,,,1877,26571
,,,,,,,,1878,33414
,,,,,,,,1879,41636
,,,,,,,,1880,52350
,,,,,,,,1881,60695
,,,,,,,,1882,63449
,,,,,,,,1883,64037
,,,,,,,,1884,64559
,,,,,,,,1885,64813
,,,,,,,,1886,64896
,,,,,,,,1887,64730
,,,,,,,,1888,64182
,,,,,,,,1889,64090
,,,,,,,,1890,64888
,,,,,,,,1891,64550
,,,,,,,,1892,61941
,,,,,,,,1893,58314
,,,,,,,,1894,53385
,,,,,,,,1895,46190
,,,,,,,,1896,39241
,,,,,,,,1897,35020
,,,,,,,,1898,34374
,,,,,,,,1899,33237
,,,,,,,,1900,37723
,,,,,,,,1901,48363
,,,,,,,,1902,51859
,,,,,,,,1903,53373
,,,,,,,,1904,59214
,,,,,,,,1905,62402
,,,,,,,,1906,63384
,,,,,,,,1907,63897
,,,,,,,,1908,64349
,,,,,,,,1909,64472
,,,,,,,,1910,64451
,,,,,,,,1911,64228
,,,,,,,,1912,63817
,,,,,,,,1913,63648
,,,,,,,,1914,64443
,,,,,,,,1915,64000
,,,,,,,,1916,61486
,,,,,,,,1917,57972
,,,,,,,,1918,53471
,,,,,,,,1919,44172
,,,,,,,,1920,33928
,,,,,,,,1921,27584
,,,,,,,,1922,25440
,,,,,,,,1923,24531
,,,,,,,,1924,28363
,,,,,,,,1925,34345
,,,,,,,,1926,38681
,,,,,,,,1927,44739
,,,,,,,,1928,52154
,,,,,,,,1929,60244
,,,,,,,,1930,63416
,,,,,,,,1931,64075
,,,,,,,,1932,64556
,,,,,,,,1933,64743
,,,,,,,,1934,64702
,,,,,,,,1935,64526
,,,,,,,,1936,63868
,,,,,,,,1937,63728
,,,,,,,,1938,64489
,,,,,,,,1939,63962
,,,,,,,,1940,61512
,,,,,,,,1941,57961
,,,,,,,,1942,52290
,,,,,,,,1943,39960
,,,,,,,,1944,28626
,,,,,,,,1945,20342
,,,,,,,,1946,15301
,,,,,,,,1947,14151
,,,,,,,,1948,17553
,,,,,,,,1949,23679
,,,,,,,,1950,30537
,,,,,,,,1951,39242
,,,,,,,,1952,49345
,,,,,,,,1953,58970
,,,,,,,,1954,62801
,,,,,,,,1955,63306
,,,,,,,,1956,63666
,,,,,,,,1957,63683
,,,,,,,,1958,63475
,,,,,,,,1959,63148
,,,,,,,,1960,62298
,,,,,,,,1961,61665
,,,,,,,,1962,61551
,,,,,,,,1963,60836
,,,,,,,,1964,58774
,,,,,,,,1965,56040
,,,,,,,,1966,50732
,,,,,,,,1967,39112
,,,,,,,,1968,28689
,,,,,,,,1969,19832
,,,,,,,,1970,14476
,,,,,,,,1971,12434
,,,,,,,,1972,13442
,,,,,,,,1973,17155
,,,,,,,,1974,23303
,,,,,,,,1975,32132
,,,,,,,,1976,42728
,,,,,,,,1977,52687
,,,,,,,,1978,56603
,,,,,,,,1979,56997
,,,,,,,,1980,57081
,,,,,,,,1981,57053
,,,,,,,,1982,57142
,,,,,,,,1983,57249
,,,,,,,,1984,57245
,,,,,,,,1985,57180
,,,,,,,,1986,57468
,,,,,,,,1987,57375
,,,,,,,,1988,55909
,,,,,,,,1989,53574
,,,,,,,,1990,48871
,,,,,,,,1991,38638
,,,,,,,,1992,27909
,,,,,,,,1993,20029
,,,,,,,,1994,14857
,,,,,,,,1995,12105
,,,,,,,,1996,12681
,,,,,,,,1997,16285
,,,,,,,,1998,21883
,,,,,,,,1999,30186
,,,,,,,,2000,40534
,,,,,,,,2001,49813
,,,,,,,,2002,53978
,,,,,,,,2003,54724
,,,,,,,,2004,55217
,,,,,,,,2005,55562
,,,,,,,,2006,56053
,,,,,,,,2007,56693
,,,,,,,,2008,57123
,,,,,,,,2009,57682
,,,,,,,,2010,58775
,,,,,,,,2011,58986
,,,,,,,,2012,57174
,,,,,,,,2013,54271
,,,,,,,,2014,48819
,,,,,,,,2015,37574
,,,,,,,,2016,27161
,,,,,,,,2017,19765
