region,Resource,Resource_Type,cluster,R_ID,Zone,CapRes_1,THERM,STOR,DR,HEAT,NACC,TRADER,HYDRO,FLEX,MUST_RUN,VRE,Num_VRE_Bins,ESR_1,ESR_2,Existing_Cap_MWh,Existing_Charge_Cap_MW,Existing_Cap_MW,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time
USA_Single,utilitypv_losangeles_mid_0_2_5,utilitypv_losangeles_mid_0_2_5,5,61,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,4064,0,-1,0,-1,92330,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_6,utilitypv_losangeles_mid_0_2_6,6,62,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,7870,0,-1,0,-1,95945,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_7,utilitypv_losangeles_mid_0_2_7,7,63,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,3959,0,-1,0,-1,96101,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_8,utilitypv_losangeles_mid_0_2_8,8,64,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,5821,0,-1,0,-1,93481,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_9,utilitypv_losangeles_mid_0_2_9,9,65,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,4123,0,-1,0,-1,95697,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_10,utilitypv_losangeles_mid_0_2_10,10,66,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,622,0,-1,0,-1,90870,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_11,utilitypv_losangeles_mid_0_2_11,11,67,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,3386,0,-1,0,-1,94886,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_12,utilitypv_losangeles_mid_0_2_12,12,68,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,5570,0,-1,0,-1,96252,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_13,utilitypv_losangeles_mid_0_2_13,13,69,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,6987,0,-1,0,-1,94508,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_14,utilitypv_losangeles_mid_0_2_14,14,70,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1956,0,-1,0,-1,94704,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
USA_Single,utilitypv_losangeles_mid_0_2_15,utilitypv_losangeles_mid_0_2_15,15,71,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1209,0,-1,0,-1,91615,12517,0,0,0,0,0,0,0,0,0,None,0,0,1,1,1,0,0,0,0,0,1,1,0,0
