Segment,1,2,3,4,Total
t5122,85448.82553229688,0.0,0.0,0.0,85448.82553229688
t5123,90909.82553229688,0.0,0.0,0.0,90909.82553229688
t5124,94365.82553229688,0.0,0.0,0.0,94365.82553229688
t5125,96626.82553229688,0.0,0.0,0.0,96626.82553229688
t5126,97885.82553229688,0.0,0.0,0.0,97885.82553229688
t5127,98285.82553229688,0.0,0.0,0.0,98285.82553229688
t5128,97509.82553229688,0.0,0.0,0.0,97509.82553229688
t5129,95302.82553229688,0.0,0.0,0.0,95302.82553229688
t5130,92067.88553229687,0.0,0.0,0.0,92067.88553229687
t5131,90241.82553229688,0.0,0.0,0.0,90241.82553229688
t5132,86183.82553229688,0.0,0.0,0.0,86183.82553229688
t5133,79956.82553229688,0.0,0.0,0.0,79956.82553229688
t5134,70358.82553229688,0.0,0.0,0.0,70358.82553229688
t5135,57536.825532296876,0.0,0.0,0.0,57536.825532296876
t5136,46164.825532296876,0.0,0.0,0.0,46164.825532296876
t5137,37531.825532296876,0.0,0.0,0.0,37531.825532296876
t5138,31855.825532296876,0.0,0.0,0.0,31855.825532296876
t5139,30013.825532296876,0.0,0.0,0.0,30013.825532296876
t5140,31412.825532296876,0.0,0.0,0.0,31412.825532296876
t5141,35920.825532296876,0.0,0.0,0.0,35920.825532296876
t5142,42791.825532296876,0.0,0.0,0.0,42791.825532296876
t5143,52260.825532296876,0.0,0.0,0.0,52260.825532296876
t5144,63921.825532296876,0.0,0.0,0.0,63921.825532296876
t5145,76281.82553229688,0.0,0.0,0.0,76281.82553229688
t5146,86024.82553229688,0.0,0.0,0.0,86024.82553229688
t5147,90821.82553229688,0.0,0.0,0.0,90821.82553229688
t5148,93762.82553229688,0.0,0.0,0.0,93762.82553229688
t5149,95700.82553229688,0.0,0.0,0.0,95700.82553229688
t5150,96844.82553229688,0.0,0.0,0.0,96844.82553229688
t5151,96873.82553229688,0.0,0.0,0.0,96873.82553229688
t5152,95580.82553229688,0.0,0.0,0.0,95580.82553229688
t5153,93269.82553229688,0.0,0.0,0.0,93269.82553229688
t5154,90658.82553229688,0.0,0.0,0.0,90658.82553229688
t5155,88412.82553229688,0.0,0.0,0.0,88412.82553229688
t5156,84743.82553229688,0.0,0.0,0.0,84743.82553229688
t5157,79121.82553229688,0.0,0.0,0.0,79121.82553229688
t5158,69893.82553229688,0.0,0.0,0.0,69893.82553229688
t5159,57133.825532296876,0.0,0.0,0.0,57133.825532296876
t5160,46000.825532296876,0.0,0.0,0.0,46000.825532296876
t5161,37337.825532296876,0.0,0.0,0.0,37337.825532296876
t5162,31761.825532296876,0.0,0.0,0.0,31761.825532296876
t5163,28929.825532296876,0.0,0.0,0.0,28929.825532296876
t5164,28802.825532296876,0.0,0.0,0.0,28802.825532296876
t5165,31165.825532296876,0.0,0.0,0.0,31165.825532296876
t5166,37072.825532296876,0.0,0.0,0.0,37072.825532296876
t5167,46769.825532296876,0.0,0.0,0.0,46769.825532296876
t5168,58427.825532296876,0.0,0.0,0.0,58427.825532296876
t5169,70691.82553229688,0.0,0.0,0.0,70691.82553229688
t5170,80343.82553229688,0.0,0.0,0.0,80343.82553229688
t5171,84831.82553229688,0.0,0.0,0.0,84831.82553229688
t5172,87438.82553229688,0.0,0.0,0.0,87438.82553229688
t5173,89253.82553229688,0.0,0.0,0.0,89253.82553229688
t5174,90283.82553229688,0.0,0.0,0.0,90283.82553229688
t5175,90456.82553229688,0.0,0.0,0.0,90456.82553229688
t5176,89623.82553229688,0.0,0.0,0.0,89623.82553229688
t5177,87744.82553229688,0.0,0.0,0.0,87744.82553229688
t5178,85657.82553229688,0.0,0.0,0.0,85657.82553229688
t5179,83765.82553229688,0.0,0.0,0.0,83765.82553229688
t5180,80561.82553229688,0.0,0.0,0.0,80561.82553229688
t5181,75592.82553229688,0.0,0.0,0.0,75592.82553229688
t5182,66945.82553229688,0.0,0.0,0.0,66945.82553229688
t5183,54659.825532296876,0.0,0.0,0.0,54659.825532296876
t5184,43799.825532296876,0.0,0.0,0.0,43799.825532296876
t5185,35359.825532296876,0.0,0.0,0.0,35359.825532296876
t5186,29832.825532296876,0.0,0.0,0.0,29832.825532296876
t5187,26991.825532296876,0.0,0.0,0.0,26991.825532296876
t5188,26426.825532296876,0.0,0.0,0.0,26426.825532296876
t5189,28518.825532296876,0.0,0.0,0.0,28518.825532296876
t5190,33873.825532296876,0.0,0.0,0.0,33873.825532296876
t5191,42971.825532296876,0.0,0.0,0.0,42971.825532296876
t5192,53139.885532296874,0.0,0.0,0.0,53139.885532296874
t5193,65309.825532296876,0.0,0.0,0.0,65309.825532296876
t5194,74567.82553229688,0.0,0.0,0.0,74567.82553229688
t5195,79207.82553229688,0.0,0.0,0.0,79207.82553229688
t5196,81107.88553229687,0.0,0.0,0.0,81107.88553229687
t5197,83591.82553229688,0.0,0.0,0.0,83591.82553229688
t5198,84868.82553229688,0.0,0.0,0.0,84868.82553229688
t5199,85630.82553229688,0.0,0.0,0.0,85630.82553229688
t5200,85390.82553229688,0.0,0.0,0.0,85390.82553229688
t5201,83436.88553229687,0.0,0.0,0.0,83436.88553229687
t5202,82524.82553229688,0.0,0.0,0.0,82524.82553229688
t5203,81016.82553229688,0.0,0.0,0.0,81016.82553229688
t5204,77933.82553229688,0.0,0.0,0.0,77933.82553229688
t5205,72865.82553229688,0.0,0.0,0.0,72865.82553229688
t5206,64717.825532296876,0.0,0.0,0.0,64717.825532296876
t5207,53708.825532296876,0.0,0.0,0.0,53708.825532296876
t5208,43568.825532296876,0.0,0.0,0.0,43568.825532296876
t5209,37073.825532296876,0.0,0.0,0.0,37073.825532296876
t5210,36077.825532296876,0.0,0.0,0.0,36077.825532296876
t5211,38251.825532296876,0.0,0.0,0.0,38251.825532296876
t5212,37100.885532296874,0.0,0.0,0.0,37100.885532296874
t5213,39121.825532296876,0.0,0.0,0.0,39121.825532296876
t5214,44983.825532296876,0.0,0.0,0.0,44983.825532296876
t5215,52328.825532296876,0.0,0.0,0.0,52328.825532296876
t5216,62634.825532296876,0.0,0.0,0.0,62634.825532296876
t5217,73309.82553229688,0.0,0.0,0.0,73309.82553229688
t5218,82161.82553229688,0.0,0.0,0.0,82161.82553229688
t5219,86957.82553229688,0.0,0.0,0.0,86957.82553229688
t5220,90135.82553229688,0.0,0.0,0.0,90135.82553229688
t5221,92267.82553229688,0.0,0.0,0.0,92267.82553229688
t5222,93654.82553229688,0.0,0.0,0.0,93654.82553229688
t5223,94004.82553229688,0.0,0.0,0.0,94004.82553229688
t5224,92374.88553229687,0.0,0.0,0.0,92374.88553229687
t5225,91212.82553229688,0.0,0.0,0.0,91212.82553229688
t5226,88906.82553229688,0.0,0.0,0.0,88906.82553229688
t5227,86609.82553229688,0.0,0.0,0.0,86609.82553229688
t5228,82503.82553229688,0.0,0.0,0.0,82503.82553229688
t5229,76355.82553229688,0.0,0.0,0.0,76355.82553229688
t5230,66863.82553229688,0.0,0.0,0.0,66863.82553229688
t5231,54649.825532296876,0.0,0.0,0.0,54649.825532296876
t5232,43722.825532296876,0.0,0.0,0.0,43722.825532296876
t5233,35304.825532296876,0.0,0.0,0.0,35304.825532296876
t5234,30020.825532296876,0.0,0.0,0.0,30020.825532296876
t5235,28347.825532296876,0.0,0.0,0.0,28347.825532296876
t5236,29980.825532296876,0.0,0.0,0.0,29980.825532296876
t5237,34500.825532296876,0.0,0.0,0.0,34500.825532296876
t5238,40933.825532296876,0.0,0.0,0.0,40933.825532296876
t5239,49863.825532296876,0.0,0.0,0.0,49863.825532296876
t5240,60903.825532296876,0.0,0.0,0.0,60903.825532296876
t5241,72869.82553229688,0.0,0.0,0.0,72869.82553229688
t5242,82368.82553229688,0.0,0.0,0.0,82368.82553229688
t5243,87430.82553229688,0.0,0.0,0.0,87430.82553229688
t5244,91017.82553229688,0.0,0.0,0.0,91017.82553229688
t5245,93534.82553229688,0.0,0.0,0.0,93534.82553229688
t5246,95162.82553229688,0.0,0.0,0.0,95162.82553229688
t5247,95691.82553229688,0.0,0.0,0.0,95691.82553229688
t5248,94877.82553229688,0.0,0.0,0.0,94877.82553229688
t5249,92948.82553229688,0.0,0.0,0.0,92948.82553229688
t5250,90769.82553229688,0.0,0.0,0.0,90769.82553229688
t5251,88654.82553229688,0.0,0.0,0.0,88654.82553229688
t5252,84481.82553229688,0.0,0.0,0.0,84481.82553229688
t5253,78306.82553229688,0.0,0.0,0.0,78306.82553229688
t5254,68750.82553229688,0.0,0.0,0.0,68750.82553229688
t5255,56492.825532296876,0.0,0.0,0.0,56492.825532296876
t5256,45449.825532296876,0.0,0.0,0.0,45449.825532296876
t5257,37106.825532296876,0.0,0.0,0.0,37106.825532296876
t5258,31862.825532296876,0.0,0.0,0.0,31862.825532296876
t5259,30037.825532296876,0.0,0.0,0.0,30037.825532296876
t5260,31792.825532296876,0.0,0.0,0.0,31792.825532296876
t5261,36125.825532296876,0.0,0.0,0.0,36125.825532296876
t5262,42571.825532296876,0.0,0.0,0.0,42571.825532296876
t5263,51603.825532296876,0.0,0.0,0.0,51603.825532296876
t5264,62821.825532296876,0.0,0.0,0.0,62821.825532296876
t5265,74704.82553229688,0.0,0.0,0.0,74704.82553229688
t5266,83972.82553229688,0.0,0.0,0.0,83972.82553229688
t5267,88713.82553229688,0.0,0.0,0.0,88713.82553229688
t5268,91891.82553229688,0.0,0.0,0.0,91891.82553229688
t5269,93837.82553229688,0.0,0.0,0.0,93837.82553229688
t5270,94983.82553229688,0.0,0.0,0.0,94983.82553229688
t5271,95298.82553229688,0.0,0.0,0.0,95298.82553229688
t5272,94483.82553229688,0.0,0.0,0.0,94483.82553229688
t5273,92348.82553229688,0.0,0.0,0.0,92348.82553229688
t5274,90145.82553229688,0.0,0.0,0.0,90145.82553229688
t5275,87915.82553229688,0.0,0.0,0.0,87915.82553229688
t5276,83758.82553229688,0.0,0.0,0.0,83758.82553229688
t5277,77683.82553229688,0.0,0.0,0.0,77683.82553229688
t5278,68340.82553229688,0.0,0.0,0.0,68340.82553229688
t5279,56115.825532296876,0.0,0.0,0.0,56115.825532296876
t5280,45121.825532296876,0.0,0.0,0.0,45121.825532296876
t5281,36950.825532296876,0.0,0.0,0.0,36950.825532296876
t5282,32129.825532296876,0.0,0.0,0.0,32129.825532296876
t5283,30425.825532296876,0.0,0.0,0.0,30425.825532296876
t5284,32211.825532296876,0.0,0.0,0.0,32211.825532296876
t5285,36855.825532296876,0.0,0.0,0.0,36855.825532296876
t5286,43148.825532296876,0.0,0.0,0.0,43148.825532296876
t5287,51810.825532296876,0.0,0.0,0.0,51810.825532296876
t5288,62680.825532296876,0.0,0.0,0.0,62680.825532296876
t5289,74204.82553229688,0.0,0.0,0.0,74204.82553229688
t5290,83181.82553229688,0.0,0.0,0.0,83181.82553229688
t5291,87555.82553229688,0.0,0.0,0.0,87555.82553229688
t5292,90453.82553229688,0.0,0.0,0.0,90453.82553229688
t5293,92458.82553229688,0.0,0.0,0.0,92458.82553229688
t5294,93490.82553229688,0.0,0.0,0.0,93490.82553229688
t5295,93462.82553229688,0.0,0.0,0.0,93462.82553229688
t5296,92389.82553229688,0.0,0.0,0.0,92389.82553229688
t5297,90393.82553229688,0.0,0.0,0.0,90393.82553229688
t5298,88531.82553229688,0.0,0.0,0.0,88531.82553229688
t5299,86430.82553229688,0.0,0.0,0.0,86430.82553229688
t5300,82407.82553229688,0.0,0.0,0.0,82407.82553229688
t5301,76638.82553229688,0.0,0.0,0.0,76638.82553229688
t5302,67476.82553229688,0.0,0.0,0.0,67476.82553229688
t5303,55777.825532296876,0.0,0.0,0.0,55777.825532296876
t5304,45251.825532296876,0.0,0.0,0.0,45251.825532296876
t5305,37235.825532296876,0.0,0.0,0.0,37235.825532296876
t5306,32053.825532296876,0.0,0.0,0.0,32053.825532296876
t5307,30558.825532296876,0.0,0.0,0.0,30558.825532296876
t5308,32417.825532296876,0.0,0.0,0.0,32417.825532296876
t5309,37021.825532296876,0.0,0.0,0.0,37021.825532296876
t5310,42747.825532296876,0.0,0.0,0.0,42747.825532296876
t5311,50739.825532296876,0.0,0.0,0.0,50739.825532296876
t5312,60356.825532296876,0.0,0.0,0.0,60356.825532296876
t5313,70410.82553229688,0.0,0.0,0.0,70410.82553229688
t5314,78065.82553229688,0.0,0.0,0.0,78065.82553229688
t5315,81666.82553229688,0.0,0.0,0.0,81666.82553229688
t5316,84079.82553229688,0.0,0.0,0.0,84079.82553229688
t5317,85790.82553229688,0.0,0.0,0.0,85790.82553229688
t5318,86853.82553229688,0.0,0.0,0.0,86853.82553229688
t5319,87109.82553229688,0.0,0.0,0.0,87109.82553229688
t5320,85982.82553229688,0.0,0.0,0.0,85982.82553229688
t5321,83815.82553229688,0.0,0.0,0.0,83815.82553229688
t5322,81778.82553229688,0.0,0.0,0.0,81778.82553229688
t5323,79916.82553229688,0.0,0.0,0.0,79916.82553229688
t5324,76312.25690226488,0.0,0.0,0.0,76312.25690226488
t5325,71364.25690226488,0.0,0.0,0.0,71364.25690226488
t5326,62862.256902264875,0.0,0.0,0.0,62862.256902264875
t5327,51457.256902264875,0.0,0.0,0.0,51457.256902264875
t5328,38128.24690226488,1721.2,1032.72,129.09,38128.24690226488
t5329,32999.256902264875,0.0,0.0,0.0,32999.256902264875
t5330,28836.256902264875,0.0,0.0,0.0,28836.256902264875
t5331,25883.256902264875,0.0,0.0,0.0,25883.256902264875
t5332,25721.256902264875,0.0,0.0,0.0,25721.256902264875
t5333,27596.256902264875,0.0,0.0,0.0,27596.256902264875
t5334,32890.256902264875,0.0,0.0,0.0,32890.256902264875
t5335,41229.256902264875,0.0,0.0,0.0,41229.256902264875
t5336,51230.256902264875,0.0,0.0,0.0,51230.256902264875
t5337,61919.256902264875,0.0,0.0,0.0,61919.256902264875
t5338,70241.25690226488,0.0,0.0,0.0,70241.25690226488
t5339,74090.25690226488,0.0,0.0,0.0,74090.25690226488
t5340,76555.25690226488,0.0,0.0,0.0,76555.25690226488
t5341,78505.25690226488,0.0,0.0,0.0,78505.25690226488
t5342,79974.25690226488,0.0,0.0,0.0,79974.25690226488
t5343,80720.25690226488,0.0,0.0,0.0,80720.25690226488
t5344,80541.25690226488,0.0,0.0,0.0,80541.25690226488
t5345,79368.25690226488,0.0,0.0,0.0,79368.25690226488
t5346,77809.25690226488,0.0,0.0,0.0,77809.25690226488
t5347,76144.25690226488,0.0,0.0,0.0,76144.25690226488
t5348,73126.25690226488,0.0,0.0,0.0,73126.25690226488
t5349,68626.25690226488,0.0,0.0,0.0,68626.25690226488
t5350,60584.256902264875,0.0,0.0,0.0,60584.256902264875
t5351,49310.256902264875,0.0,0.0,0.0,49310.256902264875
t5352,39183.256902264875,0.0,0.0,0.0,39183.256902264875
t5353,32151.256902264875,0.0,0.0,0.0,32151.256902264875
t5354,27531.256902264875,0.0,0.0,0.0,27531.256902264875
t5355,25693.256902264875,0.0,0.0,0.0,25693.256902264875
t5356,26514.256902264875,0.0,0.0,0.0,26514.256902264875
t5357,29396.256902264875,0.0,0.0,0.0,29396.256902264875
t5358,32386.25690226488,0.0,0.0,0.0,32386.25690226488
t5359,38217.256902264875,0.0,0.0,0.0,38217.256902264875
t5360,48617.256902264875,0.0,0.0,0.0,48617.256902264875
t5361,60272.256902264875,0.0,0.0,0.0,60272.256902264875
t5362,68244.25690226488,0.0,0.0,0.0,68244.25690226488
t5363,72529.25690226488,0.0,0.0,0.0,72529.25690226488
t5364,75696.25690226488,0.0,0.0,0.0,75696.25690226488
t5365,78037.25690226488,0.0,0.0,0.0,78037.25690226488
t5366,79948.25690226488,0.0,0.0,0.0,79948.25690226488
t5367,81257.25690226488,0.0,0.0,0.0,81257.25690226488
t5368,81660.25690226488,0.0,0.0,0.0,81660.25690226488
t5369,80637.25690226488,0.0,0.0,0.0,80637.25690226488
t5370,79389.25690226488,0.0,0.0,0.0,79389.25690226488
t5371,78111.25690226488,0.0,0.0,0.0,78111.25690226488
t5372,74943.25690226488,0.0,0.0,0.0,74943.25690226488
t5373,70024.25690226488,0.0,0.0,0.0,70024.25690226488
t5374,61422.256902264875,0.0,0.0,0.0,61422.256902264875
t5375,49697.256902264875,0.0,0.0,0.0,49697.256902264875
t5376,39363.256902264875,0.0,0.0,0.0,39363.256902264875
t5377,31730.256902264875,0.0,0.0,0.0,31730.256902264875
t5378,27168.256902264875,0.0,0.0,0.0,27168.256902264875
t5379,25959.256902264875,0.0,0.0,0.0,25959.256902264875
t5380,28117.256902264875,0.0,0.0,0.0,28117.256902264875
t5381,32645.256902264875,0.0,0.0,0.0,32645.256902264875
t5382,39016.256902264875,0.0,0.0,0.0,39016.256902264875
t5383,47571.256902264875,0.0,0.0,0.0,47571.256902264875
t5384,58351.256902264875,0.0,0.0,0.0,58351.256902264875
t5385,69691.25690226488,0.0,0.0,0.0,69691.25690226488
t5386,78271.25690226488,0.0,0.0,0.0,78271.25690226488
t5387,82193.25690226488,0.0,0.0,0.0,82193.25690226488
t5388,84991.25690226488,0.0,0.0,0.0,84991.25690226488
t5389,86880.25690226488,0.0,0.0,0.0,86880.25690226488
t5390,88165.25690226488,0.0,0.0,0.0,88165.25690226488
t5391,88690.25690226488,0.0,0.0,0.0,88690.25690226488
t5392,88093.25690226488,0.0,0.0,0.0,88093.25690226488
t5393,86367.25690226488,0.0,0.0,0.0,86367.25690226488
t5394,84764.25690226488,0.0,0.0,0.0,84764.25690226488
t5395,82901.25690226488,0.0,0.0,0.0,82901.25690226488
t5396,79077.25690226488,0.0,0.0,0.0,79077.25690226488
t5397,73319.25690226488,0.0,0.0,0.0,73319.25690226488
t5398,64130.256902264875,0.0,0.0,0.0,64130.256902264875
t5399,51771.256902264875,0.0,0.0,0.0,51771.256902264875
t5400,40723.256902264875,0.0,0.0,0.0,40723.256902264875
t5401,32443.256902264875,0.0,0.0,0.0,32443.256902264875
t5402,27234.256902264875,0.0,0.0,0.0,27234.256902264875
t5403,25722.256902264875,0.0,0.0,0.0,25722.256902264875
t5404,27883.256902264875,0.0,0.0,0.0,27883.256902264875
t5405,32418.256902264875,0.0,0.0,0.0,32418.256902264875
t5406,38608.256902264875,0.0,0.0,0.0,38608.256902264875
t5407,47220.256902264875,0.0,0.0,0.0,47220.256902264875
t5408,57885.256902264875,0.0,0.0,0.0,57885.256902264875
t5409,69445.25690226488,0.0,0.0,0.0,69445.25690226488
t5410,78165.25690226488,0.0,0.0,0.0,78165.25690226488
t5411,82217.25690226488,0.0,0.0,0.0,82217.25690226488
t5412,85136.25690226488,0.0,0.0,0.0,85136.25690226488
t5413,87203.25690226488,0.0,0.0,0.0,87203.25690226488
t5414,88455.25690226488,0.0,0.0,0.0,88455.25690226488
t5415,88989.25690226488,0.0,0.0,0.0,88989.25690226488
t5416,88245.25690226488,0.0,0.0,0.0,88245.25690226488
t5417,85874.61251110488,0.0,0.0,0.0,85874.61251110488
t5418,84892.25690226488,0.0,0.0,0.0,84892.25690226488
t5419,83053.25690226488,0.0,0.0,0.0,83053.25690226488
t5420,79122.25690226488,0.0,0.0,0.0,79122.25690226488
t5421,73371.25690226488,0.0,0.0,0.0,73371.25690226488
t5422,64350.256902264875,0.0,0.0,0.0,64350.256902264875
t5423,51916.256902264875,0.0,0.0,0.0,51916.256902264875
t5424,40829.256902264875,0.0,0.0,0.0,40829.256902264875
t5425,32577.256902264875,0.0,0.0,0.0,32577.256902264875
t5426,27503.256902264875,0.0,0.0,0.0,27503.256902264875
t5427,26091.256902264875,0.0,0.0,0.0,26091.256902264875
t5428,28171.256902264875,0.0,0.0,0.0,28171.256902264875
t5429,32847.256902264875,0.0,0.0,0.0,32847.256902264875
t5430,39136.256902264875,0.0,0.0,0.0,39136.256902264875
t5431,47567.256902264875,0.0,0.0,0.0,47567.256902264875
t5432,58189.256902264875,0.0,0.0,0.0,58189.256902264875
t5433,69593.25690226488,0.0,0.0,0.0,69593.25690226488
t5434,78517.25690226488,0.0,0.0,0.0,78517.25690226488
t5435,82452.25690226488,0.0,0.0,0.0,82452.25690226488
t5436,85432.25690226488,0.0,0.0,0.0,85432.25690226488
t5437,87617.25690226488,0.0,0.0,0.0,87617.25690226488
t5438,89161.25690226488,0.0,0.0,0.0,89161.25690226488
t5439,90034.25690226488,0.0,0.0,0.0,90034.25690226488
t5440,89424.25690226488,0.0,0.0,0.0,89424.25690226488
t5441,87652.25690226488,0.0,0.0,0.0,87652.25690226488
t5442,85621.25690226488,0.0,0.0,0.0,85621.25690226488
t5443,83823.25690226488,0.0,0.0,0.0,83823.25690226488
t5444,79722.25690226488,0.0,0.0,0.0,79722.25690226488
t5445,73384.61251110488,0.0,0.0,0.0,73384.61251110488
t5446,64831.256902264875,0.0,0.0,0.0,64831.256902264875
t5447,52273.256902264875,0.0,0.0,0.0,52273.256902264875
t5448,41342.256902264875,0.0,0.0,0.0,41342.256902264875
t5449,33252.256902264875,0.0,0.0,0.0,33252.256902264875
t5450,28188.256902264875,0.0,0.0,0.0,28188.256902264875
t5451,26772.256902264875,0.0,0.0,0.0,26772.256902264875
t5452,28932.256902264875,0.0,0.0,0.0,28932.256902264875
t5453,33588.256902264875,0.0,0.0,0.0,33588.256902264875
t5454,39943.256902264875,0.0,0.0,0.0,39943.256902264875
t5455,48572.256902264875,0.0,0.0,0.0,48572.256902264875
t5456,59360.256902264875,0.0,0.0,0.0,59360.256902264875
t5457,70649.25690226488,0.0,0.0,0.0,70649.25690226488
t5458,79396.25690226488,0.0,0.0,0.0,79396.25690226488
t5459,83034.25690226488,0.0,0.0,0.0,83034.25690226488
t5460,85767.25690226488,0.0,0.0,0.0,85767.25690226488
t5461,87504.25690226488,0.0,0.0,0.0,87504.25690226488
t5462,88535.25690226488,0.0,0.0,0.0,88535.25690226488
t5463,88724.96129342489,0.0,0.0,0.0,88724.96129342489
t5464,86944.31690226488,0.0,0.0,0.0,86944.31690226488
t5465,85497.25690226488,0.0,0.0,0.0,85497.25690226488
t5466,83678.25690226488,0.0,0.0,0.0,83678.25690226488
t5467,81841.25690226488,0.0,0.0,0.0,81841.25690226488
t5468,78090.25690226488,0.0,0.0,0.0,78090.25690226488
t5469,72556.25690226488,0.0,0.0,0.0,72556.25690226488
t5470,63569.256902264875,0.0,0.0,0.0,63569.256902264875
t5471,51272.256902264875,0.0,0.0,0.0,51272.256902264875
t5472,40332.96129342487,0.0,0.0,0.0,40332.96129342487
t5473,31411.316902264873,0.0,0.0,0.0,31411.316902264873
t5474,26983.256902264875,0.0,0.0,0.0,26983.256902264875
t5475,25569.256902264875,0.0,0.0,0.0,25569.256902264875
t5476,27765.256902264875,0.0,0.0,0.0,27765.256902264875
t5477,32421.256902264875,0.0,0.0,0.0,32421.256902264875
t5478,38744.256902264875,0.0,0.0,0.0,38744.256902264875
t5479,47225.256902264875,0.0,0.0,0.0,47225.256902264875
t5480,57792.256902264875,0.0,0.0,0.0,57792.256902264875
t5481,68864.25690226488,0.0,0.0,0.0,68864.25690226488
t5482,76997.25690226488,0.0,0.0,0.0,76997.25690226488
t5483,80209.25690226488,0.0,0.0,0.0,80209.25690226488
t5484,82264.25690226488,0.0,0.0,0.0,82264.25690226488
t5485,83630.25690226488,0.0,0.0,0.0,83630.25690226488
t5486,84601.25690226488,0.0,0.0,0.0,84601.25690226488
t5487,83922.61251110488,0.0,0.0,0.0,83922.61251110488
t5488,83484.25690226488,0.0,0.0,0.0,83484.25690226488
t5489,81524.25690226488,0.0,0.0,0.0,81524.25690226488
t5490,79446.25690226488,0.0,0.0,0.0,79446.25690226488
t5491,77610.25690226488,0.0,0.0,0.0,77610.25690226488
t5492,74240.25690226488,0.0,0.0,0.0,74240.25690226488
t5493,69490.25690226488,0.0,0.0,0.0,69490.25690226488
t5494,61098.256902264875,0.0,0.0,0.0,61098.256902264875
t5495,49243.256902264875,0.0,0.0,0.0,49243.256902264875
t5496,38430.256902264875,0.0,0.0,0.0,38430.256902264875
t5497,30363.256902264875,0.0,0.0,0.0,30363.256902264875
t5498,25197.256902264875,0.0,0.0,0.0,25197.256902264875
t5499,22158.612511104875,0.0,0.0,0.0,22158.612511104875
t5500,23049.256902264875,0.0,0.0,0.0,23049.256902264875
t5501,25428.256902264875,0.0,0.0,0.0,25428.256902264875
t5502,30768.256902264875,0.0,0.0,0.0,30768.256902264875
t5503,39072.256902264875,0.0,0.0,0.0,39072.256902264875
t5504,49228.256902264875,0.0,0.0,0.0,49228.256902264875
t5505,59753.256902264875,0.0,0.0,0.0,59753.256902264875
t5506,67412.25690226488,0.0,0.0,0.0,67412.25690226488
t5507,70019.25690226488,0.0,0.0,0.0,70019.25690226488
t5508,71691.25690226488,0.0,0.0,0.0,71691.25690226488
t5509,72771.25690226488,0.0,0.0,0.0,72771.25690226488
t5510,72843.61251110488,0.0,0.0,0.0,72843.61251110488
t5511,73203.72568458488,0.0,0.0,0.0,73203.72568458488
t5512,72244.78568458489,0.0,0.0,0.0,72244.78568458489
t5513,70197.14129342488,0.0,0.0,0.0,70197.14129342488
t5514,69667.08129342488,0.0,0.0,0.0,69667.08129342488
t5515,69338.02129342488,0.0,0.0,0.0,69338.02129342488
t5516,67342.96129342489,0.0,0.0,0.0,67342.96129342489
t5517,62750.31690226487,0.0,0.0,0.0,62750.31690226487
t5518,55925.256902264875,0.0,0.0,0.0,55925.256902264875
t5519,44634.256902264875,0.0,0.0,0.0,44634.256902264875
t5520,34472.256902264875,0.0,0.0,0.0,34472.256902264875
t5521,26714.256902264875,0.0,0.0,0.0,26714.256902264875
t5522,21613.256902264875,0.0,0.0,0.0,21613.256902264875
t5523,19374.256902264875,0.0,0.0,0.0,19374.256902264875
t5524,19375.256902264875,0.0,0.0,0.0,19375.256902264875
t5525,21718.256902264875,0.0,0.0,0.0,21718.256902264875
t5526,26721.256902264875,0.0,0.0,0.0,26721.256902264875
t5527,34708.256902264875,0.0,0.0,0.0,34708.256902264875
t5528,44434.96129342487,0.0,0.0,0.0,44434.96129342487
t5529,54023.31690226487,0.0,0.0,0.0,54023.31690226487
t5530,62428.256902264875,0.0,0.0,0.0,62428.256902264875
t5531,65351.25690226488,0.0,0.0,0.0,65351.25690226488
t5532,67556.25690226488,0.0,0.0,0.0,67556.25690226488
t5533,69463.25690226488,0.0,0.0,0.0,69463.25690226488
t5534,71054.25690226488,0.0,0.0,0.0,71054.25690226488
t5535,72273.25690226488,0.0,0.0,0.0,72273.25690226488
t5536,72712.25690226488,0.0,0.0,0.0,72712.25690226488
t5537,72267.25690226488,0.0,0.0,0.0,72267.25690226488
t5538,71811.25690226488,0.0,0.0,0.0,71811.25690226488
t5539,70406.61251110488,0.0,0.0,0.0,70406.61251110488
t5540,68239.25690226488,0.0,0.0,0.0,68239.25690226488
t5541,63889.256902264875,0.0,0.0,0.0,63889.256902264875
t5542,55955.256902264875,0.0,0.0,0.0,55955.256902264875
t5543,44599.256902264875,0.0,0.0,0.0,44599.256902264875
t5544,34387.256902264875,0.0,0.0,0.0,34387.256902264875
t5545,26741.256902264875,0.0,0.0,0.0,26741.256902264875
t5546,22259.256902264875,0.0,0.0,0.0,22259.256902264875
t5547,21385.256902264875,0.0,0.0,0.0,21385.256902264875
t5548,24139.256902264875,0.0,0.0,0.0,24139.256902264875
t5549,29017.256902264875,0.0,0.0,0.0,29017.256902264875
t5550,35385.256902264875,0.0,0.0,0.0,35385.256902264875
t5551,43771.256902264875,0.0,0.0,0.0,43771.256902264875
t5552,53185.612511104875,0.0,0.0,0.0,53185.612511104875
t5553,64695.256902264875,0.0,0.0,0.0,64695.256902264875
t5554,72847.25690226488,0.0,0.0,0.0,72847.25690226488
t5555,76264.25690226488,0.0,0.0,0.0,76264.25690226488
t5556,78903.25690226488,0.0,0.0,0.0,78903.25690226488
t5557,80708.25690226488,0.0,0.0,0.0,80708.25690226488
