Resource,Zone,StartCap,RetCap,NewCap,EndCap
NGCT,1,954.0,0.0,0.0,954.0
NGST,1,528.0,0.7099480818762914,0.0,527.2900519181237
Adsorber,1,442.0,442.0,0.0,0.0
Compressor,1,42.7,42.7,0.0,0.0
Regenerator,1,552.0,552.0,0.0,0.0
Rich,1,6122.0,6122.0,0.0,0.0
Lean,1,6122.0,6122.0,0.0,0.0
BOP,1,1482.0,0.7099480818762914,0.0,1481.2900519181237
Total,n/a,16244.7,13282.119896163753,0.0,2962.5801038362474
