,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t1169,566.023310976,0.0,-0.0,0,-0.0,182.457,58617.213221320875,0,0,-60819
t1170,259.868,0.0,-0.0,0,-0.0,1678.239,58765.586532296875,0,0,-62157
t1171,566.023310976,0.0,-0.0,0,-0.0,4172.224,56080.44622132088,0,0,-62272
t1172,566.023310976,0.0,-0.0,0,-0.0,0.0,59516.67022132088,0,0,-61536
t1173,566.023310976,0.0,-0.0,0,-0.0,0.0,57609.67022132088,0,0,-59629
t1174,566.023310976,0.0,-0.0,0,-0.0,3818.397,51153.27322132088,0,0,-56991
t1175,259.868,0.0,-0.0,0,-0.0,0.0,46038.825532296876,0,0,-47752
t1176,566.023310976,0.0,-0.0,0,-0.0,2439.8720000000003,31956.79822132088,0,0,-36416
t1177,566.023310976,0.0,-0.0,0,-0.0,0.0,25982.670221320874,0,0,-28002
t1178,566.023310976,0.0,-0.0,0,-0.0,555.408,20567.262221320874,0,0,-23142
t1179,1244.963310976,0.0,-0.0,0,-0.0,831.32,17253.410221320875,0,0,-20783
t1180,566.023310976,0.0,-0.0,0,-0.0,915.7280000000001,18360.942221320875,0,0,-21296
t1181,566.023310976,0.0,-0.0,0,-0.0,1075.688,21920.982221320875,0,0,-25016
t1182,566.023310976,0.0,-0.0,0,-0.0,0.0,29429.670221320874,0,0,-31449
t1183,259.868,0.0,-0.0,0,-0.0,122.652,39048.173532296874,0,0,-40884
t1184,566.023310976,0.0,-0.0,0,-0.0,0.0,50124.67022132088,0,0,-52144
t1185,566.023310976,0.0,-0.0,0,-0.0,3802.88,53597.79022132087,0,0,-59420
t1186,566.023310976,0.0,-0.0,0,-0.0,0.0,57851.67022132088,0,0,-59871
t1187,566.023310976,0.0,-0.0,0,-0.0,0.0,57653.67022132088,0,0,-59673
t1188,566.023310976,0.0,-0.0,0,-0.0,3960.2360000000003,53128.43422132088,0,0,-59108
t1189,566.023310976,0.0,-0.0,0,-0.0,1573.9109999999998,54699.75922132088,0,0,-58293
t1190,566.023310976,0.0,-0.0,0,-0.0,2481.659,53212.01122132088,0,0,-57713
t1191,259.868,0.0,-0.0,0,-0.0,3700.736,52410.08953229688,0,0,-57824
t1192,566.023310976,0.0,-0.0,0,-0.0,177.099,56836.571221320875,0,0,-59033
t1193,566.023310976,0.0,-0.0,0,-0.0,1476.144,58010.52622132088,0,0,-61506
t1194,566.023310976,0.0,-0.0,0,-0.0,4260.530000000001,57310.14022132088,0,0,-63590
t1195,566.023310976,0.0,-0.0,0,-0.0,2572.2400000000002,59714.43022132088,0,0,-64306
t1196,566.023310976,0.0,-0.0,0,-0.0,2551.48,59216.190221320874,0,0,-63787
t1197,566.023310976,0.0,-0.0,0,-0.0,185.556,59647.11422132088,0,0,-61852
t1198,566.023310976,0.0,-0.0,0,-0.0,3796.4800000000005,53504.190221320874,0,0,-59320
t1199,566.023310976,0.0,-0.0,0,-0.0,0.0,50118.67022132088,0,0,-52138
t1200,259.868,0.0,-0.0,0,-0.0,1837.949,39191.876532296876,0,0,-42743
t1201,566.023310976,0.0,-0.0,0,-0.0,0.0,37311.67022132088,0,0,-39331
t1202,259.868,0.0,-0.0,0,-0.0,2344.0,32567.82553229688,0,0,-36625
t1203,566.023310976,0.0,-0.0,0,-0.0,0.0,34358.67022132088,0,0,-36378
t1204,566.023310976,0.0,-0.0,0,-0.0,0.0,32428.670221320877,0,0,-34448
t1205,566.023310976,0.0,-0.0,0,-0.0,0.0,35794.67022132088,0,0,-37814
t1206,566.023310976,0.0,-0.0,0,-0.0,1222.9109999999998,42050.75922132088,0,0,-45293
t1207,259.868,0.0,-0.0,0,-0.0,3674.8830000000003,49460.94253229688,0,0,-54849
t1208,566.023310976,0.0,-0.0,0,-0.0,1696.68,59123.99022132088,0,0,-62840
t1209,1244.963310976,0.0,-0.0,0,-0.0,4274.304,59813.42622132087,0,0,-66786
t1210,566.023310976,0.0,-0.0,0,-0.0,0.0,64317.67022132088,0,0,-66337
t1211,566.023310976,0.0,-0.0,0,-0.0,2811.297,60548.37322132087,0,0,-65379
t1212,566.023310976,0.0,-0.0,0,-0.0,1541.736,60677.93422132088,0,0,-64239
t1213,566.023310976,0.0,-0.0,0,-0.0,0.0,61063.67022132088,0,0,-63083
t1214,566.023310976,0.0,-0.0,0,-0.0,3973.632,56095.03822132088,0,0,-62088
t1215,259.868,0.0,-0.0,0,-0.0,2471.16,57594.66553229687,0,0,-61779
t1216,566.023310976,0.0,-0.0,0,-0.0,0.0,60810.67022132088,0,0,-62830
t1217,566.023310976,0.0,-0.0,0,-0.0,2826.8199999999997,60893.85022132088,0,0,-65740
t1218,566.023310976,0.0,-0.0,0,-0.0,4348.288,61574.382221320884,0,0,-67942
t1219,566.023310976,0.0,-0.0,0,-0.0,2736.76,63662.91022132088,0,0,-68419
t1220,566.023310976,0.0,-0.0,0,-0.0,0.0,65296.67022132088,0,0,-67316
t1221,566.023310976,0.0,-0.0,0,-0.0,2582.96,59971.71022132088,0,0,-64574
t1222,259.868,0.0,-0.0,0,-0.0,0.0,59268.825532296876,0,0,-60982
t1223,259.868,0.0,-0.0,0,-0.0,0.0,49443.825532296876,0,0,-51157
t1224,259.868,0.0,-0.0,0,-0.0,957.456,37223.36953229688,0,0,-39894
t1225,259.868,0.0,-0.0,0,-0.0,800.712,30849.113532296877,0,0,-33363
