Zone,1,Total
AnnualSum,87426.24,87426.24
t1,7.796145784928194,7.796145784928194
t2,6.2464058868057535,6.2464058868057535
t3,5.601368079646691,5.601368079646691
t4,5.338256714642574,5.338256714642574
t5,4.717818607157922,4.717818607157922
t6,5.214333195268469,5.214333195268469
t7,8.760774329142961,8.760774329142961
t8,12.276379476466623,12.276379476466623
t9,12.910101832075911,12.910101832075911
t10,13.811512511677932,13.811512511677932
t11,10.277677468344823,10.277677468344823
t12,5.508454826580559,5.508454826580559
t13,3.5558013673505333,3.5558013673505333
t14,3.5558013673505333,3.5558013673505333
t15,3.5558013673505333,3.5558013673505333
t16,3.5558013673505333,3.5558013673505333
t17,4.486217861611362,4.486217861611362
t18,5.843473003440573,5.843473003440573
t19,9.315613819734878,9.315613819734878
t20,13.886949591218082,13.886949591218082
t21,15.684033638991096,15.684033638991096
t22,14.883169724252792,14.883169724252792
t23,13.478240347963203,13.478240347963203
t24,12.602998978112634,12.602998978112634
t25,12.147179888166125,12.147179888166125
t26,11.672984035225126,11.672984035225126
t27,11.462584598965172,11.462584598965172
t28,11.467922378655244,11.467922378655244
t29,12.116401539939726,12.116401539939726
t30,13.14159955012636,13.14159955012636
t31,14.398010156836605,14.398010156836605
t32,15.91082596010326,15.91082596010326
t33,16.38039690872525,16.38039690872525
t34,16.590677864437296,16.590677864437296
t35,12.595252423232942,12.595252423232942
t36,8.586321248786415,8.586321248786415
t37,6.290426765946974,6.290426765946974
t38,4.541927212578305,4.541927212578305
t39,3.99308115262004,3.99308115262004
t40,5.161940228761438,5.161940228761438
t41,7.448662398024363,7.448662398024363
t42,10.063708508316823,10.063708508316823
t43,13.871137044112869,13.871137044112869
t44,17.779006836752664,17.779006836752664
t45,17.779006836752664,17.779006836752664
t46,17.501965241436594,17.501965241436594
t47,15.603587923578633,15.603587923578633
t48,11.141394057024316,11.141394057024316
t49,7.895956198940095,7.895956198940095
t50,5.769678163164419,5.769678163164419
t51,5.0002028512915855,5.0002028512915855
t52,5.845208271450264,5.845208271450264
t53,8.863804375804142,8.863804375804142
t54,12.600650482593835,12.600650482593835
t55,15.724596879779552,15.724596879779552
t56,17.779006836752664,17.779006836752664
t57,17.779006836752664,17.779006836752664
t58,17.53538358420829,17.53538358420829
t59,13.503975415228455,13.503975415228455
t60,9.365014194495446,9.365014194495446
t61,6.145370772596757,6.145370772596757
t62,4.725427604795709,4.725427604795709
t63,4.894806269197261,4.894806269197261
t64,6.729137937013655,6.729137937013655
t65,8.33418248850548,8.33418248850548
t66,11.177675878050445,11.177675878050445
t67,14.76326423996426,14.76326423996426
t68,17.779006836752664,17.779006836752664
t69,17.779006836752664,17.779006836752664
t70,17.779006836752664,17.779006836752664
t71,16.698633151369748,16.698633151369748
t72,13.163935525460296,13.163935525460296
