Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,774,13773.46223
,,,,,,,,775,15430.3845
,,,,,,,,776,16226.9455
,,,,,,,,777,16392.5373
,,,,,,,,778,16457.65515
,,,,,,,,779,16514.20833
,,,,,,,,780,16397.93001
,,,,,,,,781,16169.28641
,,,,,,,,782,16116.24806
,,,,,,,,783,15970.37271
,,,,,,,,784,15810.16898
,,,,,,,,785,15713.64102
,,,,,,,,786,16870.57364
,,,,,,,,787,17815.64665
,,,,,,,,788,17544.73021
,,,,,,,,789,17079.00157
,,,,,,,,790,16254.73015
,,,,,,,,791,14970.05076
,,,,,,,,792,13868.09042
,,,,,,,,793,13129.3375
,,,,,,,,794,12675.09314
,,,,,,,,795,12412.70134
,,,,,,,,796,12401.14688
,,,,,,,,797,12795.01697
,,,,,,,,798,13778.61419
,,,,,,,,799,15384.51532
,,,,,,,,800,16164.00428
,,,,,,,,801,16361.5537
,,,,,,,,802,16378.76538
,,,,,,,,803,16378.14034
,,,,,,,,804,16218.78869
,,,,,,,,805,16009.69715
,,,,,,,,806,15913.83554
,,,,,,,,807,15769.45998
,,,,,,,,808,15555.24152
,,,,,,,,809,15464.68964
,,,,,,,,810,16494.05859
,,,,,,,,811,17333.20735
,,,,,,,,812,16973.78494
,,,,,,,,813,16531.26222
,,,,,,,,814,15874.18853
,,,,,,,,815,14951.534
,,,,,,,,816,13986.06724
,,,,,,,,817,13203.39243
,,,,,,,,818,12653.82358
,,,,,,,,819,12343.92751
,,,,,,,,820,12200.11122
,,,,,,,,821,12327.00787
,,,,,,,,822,12757.78545
,,,,,,,,823,13360.89373
,,,,,,,,824,13777.78303
,,,,,,,,825,14390.02552
,,,,,,,,826,14694.07373
,,,,,,,,827,14719.84278
,,,,,,,,828,14620.32155
,,,,,,,,829,14431.95239
,,,,,,,,830,14200.78418
,,,,,,,,831,14045.03411
,,,,,,,,832,14003.24271
,,,,,,,,833,14109.52282
,,,,,,,,834,15232.18227
,,,,,,,,835,16322.24867
,,,,,,,,836,16108.87408
,,,,,,,,837,15738.45571
,,,,,,,,838,15109.28728
,,,,,,,,839,14269.22113
,,,,,,,,840,13425.78972
,,,,,,,,841,12740.45876
,,,,,,,,842,12222.14731
,,,,,,,,843,11935.26454
,,,,,,,,844,11815.83624
,,,,,,,,845,11891.44113
,,,,,,,,846,12209.52993
,,,,,,,,847,12696.8514
,,,,,,,,848,12976.97063
,,,,,,,,849,13556.29832
