region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_ME,NENG_ME_conventional_hydroelectric_1,3,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_natural_gas_fired_combined_cycle_1,3,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_natural_gas_fired_combined_cycle_2,3,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_natural_gas_fired_combustion_turbine_1,3,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_onshore_wind_turbine_1,3,1,30,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_small_hydroelectric_1,3,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME,NENG_ME_solar_photovoltaic_1,3,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST,NENGREST_naturalgas_ccccsavgcf_mid_0,1,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST,NENGREST_naturalgas_ccavgcf_mid_0,1,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST,NENGREST_naturalgas_ctavgcf_mid_0,1,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST,NENGREST_battery_mid_0,1,0,36,2.201450219235844e7,9.725608679646346e7,5.502501441564265e6,2.4307536230537813e7,193641.50625,0.0,228782.4947947816,0.0,6.2335304e7,2.1183835e8,0.0,0.0,0.0,0.0,0.0,2.11838352e8,2.1183835466196874e8,-2.6619687378406525
NENGREST,NENGREST_naturalgas_ccs100_mid_0,1,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST,NENGREST_landbasedwind_ltrg1_mid_130_1,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST,NENGREST_utilitypv_losangeles_mid_80_0_2_1,1,1,39,7.115508306846454e8,0.0,9.356381348859367e7,0.0,0.0,0.0,0.0,0.0,0.0,8.051146e8,0.0,0.0,0.0,0.0,0.0,8.05114624e8,8.051146441732391e8,-20.17323911190033
NENGREST,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT,NENG_CT_naturalgas_ccccsavgcf_mid_0,2,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT,NENG_CT_naturalgas_ccavgcf_mid_0,2,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT,NENG_CT_naturalgas_ctavgcf_mid_0,2,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT,NENG_CT_battery_mid_0,2,0,44,1.170727926993719e7,5.422703756252941e7,2.9262220193189615e6,1.3553143290501483e7,106420.621875,0.0,125733.248342696,0.0,3.3756456e7,1.1640229e8,0.0,0.0,0.0,0.0,0.0,1.16402288e8,1.1640229201250474e8,-4.012504741549492
NENG_CT,NENG_CT_naturalgas_ccs100_mid_0,2,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
