Zone,1,2,3
t127,119.63362864302596,119.63362864302596,117.30524842391324
t128,119.63362864302596,119.63362864302596,117.30524842391324
t129,119.63362864302596,118.17043959220614,117.30524842391324
t130,66.09517863414298,66.09517863414298,64.80879529648074
t131,66.09517863414298,65.28679605153295,64.80879529648074
t132,66.09517863414298,65.28679605153295,64.80879529648074
t133,66.09517863414298,65.28679605153295,64.80879529648074
t134,66.09517863414298,66.09517863414298,64.80879529648074
t135,66.09517863414298,66.09517863414298,64.80879529648074
t136,66.09517863414298,66.09517863414298,64.80879529648074
t137,119.63362864302596,119.63362864302596,117.30524842391324
t138,119.63362864302596,119.63362864302596,117.30524842391324
t139,119.63362864302596,119.63362864302596,117.30524842391324
t140,119.63362864302596,119.63362864302596,117.30524842391324
t141,119.63362864302596,119.63362864302596,117.30524842391324
t142,119.63362864302596,119.63362864302596,117.30524842391324
t143,119.63362864302596,119.63362864302596,117.30524842391324
t144,66.09517863414298,66.91357062814075,64.80879529648074
t145,65.28679605153295,66.09517863414298,64.01614593233256
t146,62.93112105713562,63.71033561878384,61.706318473630894
t147,62.931121057135634,63.71033561878385,61.70631847363092
t148,62.931121057135634,63.71033561878384,61.70631847363092
t149,62.931121057135634,63.71033561878385,61.70631847363092
t150,62.931121057135634,63.71033561878385,61.70631847363092
t151,62.931121057135634,63.71033561878385,61.70631847363092
t152,74.67473260256084,75.59935682748562,73.22136892688277
t153,60.50370405606908,60.59298970510002,60.645784765966276
t154,60.50370405606912,59.76370846859896,60.645784765966276
t155,60.50370405606911,59.763708468598956,59.3261452934944
t156,60.50370405606911,59.763708468598956,59.32614529349443
t157,60.5037040560691,59.76370846859894,59.32614529349441
t158,60.50370405606911,59.763708468598956,59.32614529349443
t159,60.50370405606911,59.763708468598956,59.32614529349443
t160,60.50370405606908,60.59298970510002,60.645784765966276
t161,66.77349457486429,65.95681579269299,65.47390945241462
t162,119.63362864302596,118.17043959220614,117.30524842391324
t163,119.63362864302596,118.17043959220614,117.30524842391324
t164,119.63362864302596,118.17043959220614,117.30524842391324
t165,119.63362864302596,118.17043959220614,117.30524842391324
t166,119.63362864302596,118.17043959220614,117.30524842391324
t167,116.72514619683639,118.17043959220614,114.45337257799285
t168,66.09517863414298,65.95681579269299,64.80879529648074
t169,61.7046360655058,62.4686642622988,60.503704056069104
t170,60.50370405606908,61.25286228560927,60.503704056069104
t171,60.5037040560691,61.25286228560928,60.503704056069104
t172,60.5037040560691,61.25286228560928,60.503704056069104
t173,60.503704056069104,61.25286228560928,60.50370405606909
t174,60.503704056069104,61.25286228560928,60.50370405606909
t175,60.503704056069104,61.25286228560928,60.503704056069104
t176,60.503704056069104,61.25286228560928,60.503704056069104
t177,60.5037040560691,60.59298970510002,60.50370405606909
t178,60.50370405606909,60.59298970510002,59.326145293494406
t179,60.50370405606909,60.59298970510002,59.326145293494406
t180,60.5037040560691,59.76370846859894,59.32614529349441
t181,60.5037040560691,59.76370846859894,59.32614529349441
t182,60.5037040560691,59.76370846859894,59.32614529349441
t183,60.50370405606911,59.763708468598956,59.32614529349443
t184,60.5037040560691,60.59298970510002,60.503704056069054
t185,66.09517863414298,65.28679605153295,64.80879529648074
t186,119.63362864302596,119.63362864302596,117.30524842391324
t187,119.63362864302596,119.63362864302596,117.30524842391324
t188,119.63362864302596,119.63362864302596,117.30524842391324
t189,119.63362864302596,119.63362864302596,117.30524842391324
t190,119.63362864302596,119.63362864302596,117.30524842391324
t191,119.63362864302596,119.63362864302596,117.30524842391324
t192,66.09517863414298,66.91357062814075,64.80879529648074
t193,66.09517863414298,66.91357062814075,64.80879529648074
t194,66.09517863414298,66.91357062814075,64.80879529648074
t195,66.09517863414298,66.91357062814075,64.80879529648074
t196,66.09517863414298,66.91357062814075,64.80879529648074
t197,66.09517863414298,66.91357062814075,64.80879529648074
t198,78.41298588352416,79.38389724496778,76.88686611834054
t199,119.63362864302596,118.17043959220614,117.30524842391324
t200,119.63362864302596,119.63362864302596,117.30524842391324
t201,66.91357062814075,66.09517863414298,65.61125926295047
t202,61.7046360655058,60.94995237915477,60.503704056069104
t203,61.7046360655058,60.94995237915477,60.503704056069104
t204,61.7046360655058,60.94995237915477,60.503704056069104
t205,61.7046360655058,60.94995237915477,60.503704056069104
t206,61.7046360655058,60.94995237915477,60.503704056069104
t207,61.7046360655058,60.94995237915477,60.503704056069104
t208,61.7046360655058,60.94995237915477,60.503704056069104
t209,66.91357062814075,66.09517863414298,65.61125926295047
t210,119.63362864302596,119.63362864302596,117.30524842391324
t211,119.63362864302596,119.63362864302596,117.30524842391324
t212,119.63362864302596,119.63362864302596,117.30524842391324
t213,119.63362864302596,119.63362864302596,117.30524842391324
t214,119.63362864302596,119.63362864302596,117.30524842391324
t215,119.63362864302596,119.63362864302596,117.30524842391324
t216,118.17043959220614,119.63362864302596,115.870536821127
t217,66.91357062814073,67.74209597028401,65.61125926295047
t218,66.91357062814073,67.74209597028401,65.61125926295047
t219,66.91357062814075,67.74209597028401,65.61125926295047
t220,66.91357062814073,67.74209597028401,65.61125926295045
t221,66.91357062814075,67.74209597028401,65.61125926295047
t222,66.91357062814075,67.74209597028401,65.61125926295047
t223,119.63362864302596,118.17043959220614,117.30524842391324
t224,119.63362864302596,119.63362864302596,117.30524842391324
t225,66.91357062814075,66.09517863414298,65.61125926295047
t226,66.91357062814075,66.09517863414298,65.61125926295047
t227,66.91357062814075,66.09517863414298,65.61125926295047
t228,66.91357062814075,66.09517863414298,65.61125926295047
t229,66.91357062814075,66.09517863414298,65.61125926295047
t230,66.91357062814075,66.09517863414298,65.61125926295047
t231,66.91357062814075,66.09517863414298,65.61125926295047
t232,66.91357062814075,66.09517863414298,65.61125926295047
t233,119.63362864302596,118.17043959220614,117.30524842391324
t234,119.63362864302596,119.63362864302596,117.30524842391324
t235,119.63362864302596,119.63362864302596,117.30524842391324
t236,119.63362864302596,119.63362864302596,117.30524842391324
t237,119.63362864302596,119.63362864302596,117.30524842391324
t238,119.63362864302596,119.63362864302596,117.30524842391324
t239,119.63362864302596,119.63362864302596,117.30524842391324
t240,66.91357062814075,67.74209597028403,65.61125926295047
t241,66.91357062814075,67.74209597028403,65.61125926295047
t242,66.91357062814075,67.74209597028403,65.61125926295047
t243,66.91357062814075,67.74209597028403,65.61125926295047
t244,66.91357062814075,67.74209597028403,65.61125926295048
t245,66.91357062814075,67.74209597028403,65.61125926295047
t246,79.37989513919258,80.36277879286862,77.83495681596543
t247,119.63362864302596,118.17043959220614,117.30524842391324
t248,119.63362864302596,119.63362864302596,117.30524842391324
t249,66.91357062814075,66.09517863414298,65.61125926295047
t250,61.704636065505746,60.94995237915488,60.50370405606905
t251,61.70463606550575,60.94995237915472,60.50370405606906
t252,61.704636065505746,60.949952379154716,60.50370405606905
t253,61.704636065505746,60.949952379154716,60.50370405606905
t254,61.70463606550581,60.94995237915478,60.50370405606911
t255,61.7046360655058,60.94995237915477,60.503704056069104
t256,61.7046360655058,60.94995237915472,60.503704056069104
t257,119.63362864302596,119.63362864302594,117.30524842391324
t258,119.63362864302596,119.63362864302596,117.30524842391324
t259,119.63362864302596,119.63362864302596,117.30524842391324
t260,119.63362864302596,119.63362864302596,117.30524842391324
t261,119.63362864302596,119.63362864302596,117.30524842391324
t262,119.63362864302596,119.63362864302596,117.30524842391324
t263,119.63362864302596,119.63362864302596,117.30524842391324
t264,119.63362864302594,119.63362864302596,117.30524842391324
t265,119.63362864302594,119.63362864302594,117.30524842391324
t266,119.63362864302596,119.63362864302594,117.30524842391324
t267,119.63362864302594,119.63362864302594,117.30524842391324
t268,119.63362864302594,119.63362864302594,117.30524842391324
t269,119.63362864302594,119.63362864302594,117.30524842391324
t270,119.63362864302596,119.63362864302596,117.30524842391324
t271,119.63362864302596,119.63362864302596,117.30524842391324
t272,119.63362864302596,119.63362864302596,117.30524842391324
t273,119.63362864302596,119.63362864302596,117.30524842391324
t274,119.63362864302596,119.63362864302596,117.30524842391324
t275,119.63362864302596,119.63362864302596,117.30524842391324
t276,119.63362864302596,119.63362864302596,117.30524842391324
t277,119.63362864302596,119.63362864302594,117.30524842391324
t278,119.63362864302596,119.63362864302594,117.30524842391324
t279,119.63362864302596,119.63362864302594,117.30524842391324
t280,119.63362864302596,119.63362864302594,117.30524842391324
t281,119.63362864302596,119.63362864302596,117.30524842391324
t282,119.63362864302596,119.63362864302596,117.30524842391324
t283,119.63362864302596,119.63362864302596,117.30524842391324
t284,119.63362864302596,119.63362864302596,117.30524842391324
t285,119.63362864302596,119.63362864302596,117.30524842391324
t286,119.63362864302596,119.63362864302596,117.30524842391324
t287,119.63362864302596,119.63362864302596,117.30524842391324
t288,119.63362864302594,119.63362864302596,117.30524842391324
t289,119.63362864302594,119.63362864302594,117.30524842391324
t290,119.63362864302596,119.63362864302594,117.30524842391324
t291,119.63362864302594,119.63362864302594,117.30524842391324
t292,119.63362864302594,119.63362864302594,117.30524842391324
t293,119.63362864302594,119.63362864302596,117.30524842391324
t294,119.63362864302594,119.63362864302596,117.30524842391324
t295,119.63362864302596,119.63362864302596,117.30524842391324
t296,119.63362864302596,119.63362864302596,117.30524842391324
t297,119.63362864302596,119.63362864302596,117.30524842391324
t298,119.63362864302596,119.63362864302596,117.30524842391324
t299,108.30384753177388,106.9792283116798,106.19597419292167
t300,108.30384753177388,106.9792283116798,106.19597419292167
t301,108.30384753177388,106.9792283116798,106.19597419292167
t302,108.30384753177388,106.9792283116798,106.19597419292167
t303,108.30384753177388,106.9792283116798,106.19597419292167
t304,108.30384753177388,106.9792283116798,106.19597419292167
t305,119.63362864302596,118.17043959220614,117.30524842391324
t306,119.63362864302596,119.63362864302596,117.30524842391324
t307,119.63362864302596,119.63362864302596,117.30524842391324
t308,119.63362864302596,119.63362864302596,117.30524842391324
t309,119.63362864302596,119.63362864302596,117.30524842391324
t310,119.63362864302596,119.63362864302596,117.30524842391324
t311,119.63362864302596,119.63362864302596,117.30524842391324
t312,119.63362864302596,119.63362864302596,117.30524842391324
t313,108.30384753177388,109.64486821695547,106.19597419292167
t314,108.30384753177388,106.9792283116798,106.19597419292167
t315,108.30384753177388,106.9792283116798,106.19597419292167
t316,108.30384753177388,106.9792283116798,106.19597419292167
t317,108.30384753177388,106.9792283116798,106.19597419292167
t318,108.30384753177388,106.9792283116798,106.19597419292167
t319,118.17043959220614,119.63362864302596,115.870536821127
t320,119.63362864302596,119.63362864302596,117.30524842391324
t321,61.34325347156219,60.59298970510001,60.503704056069104
t322,60.5037040560691,60.5929897051,60.5037040560691
t323,60.5037040560691,59.76370846859894,60.5037040560691
t324,60.50370405606912,59.76370846859896,60.50370405606911
t325,60.5037040560691,59.76370846859894,59.32614529349441
t326,60.5037040560691,59.76370846859894,59.32614529349441
t327,60.5037040560691,59.76370846859894,59.32614529349441
t328,60.50370405606912,59.76370846859896,60.50370405606911
t329,61.7046360655058,60.94995237915477,60.503704056069104
t330,119.63362864302596,119.63362864302596,117.30524842391324
t331,119.63362864302596,119.63362864302596,117.30524842391324
t332,119.63362864302596,119.63362864302596,117.30524842391324
t333,119.63362864302596,119.63362864302596,117.30524842391324
t334,119.63362864302596,119.63362864302596,117.30524842391324
t335,119.63362864302596,119.63362864302596,117.30524842391324
t336,119.63362864302596,119.63362864302596,117.30524842391324
t337,119.63362864302596,119.63362864302596,117.30524842391324
t338,100.98094328345718,102.23129160291589,99.01559262482151
t339,100.98094328345718,102.23129160291589,99.01559262482151
t340,100.98094328345718,102.23129160291589,99.01559262482151
t341,100.98094328345718,102.23129160291589,99.01559262482151
t342,118.17043959220614,119.63362864302596,115.870536821127
t343,119.63362864302596,119.63362864302596,117.30524842391324
t344,119.63362864302596,119.63362864302596,117.30524842391324
t345,60.50370405606911,60.5929897051,60.645784765966255
t346,60.50370405606908,59.76370846859893,59.3261452934944
t347,60.503704056069104,59.76370846859895,59.32614529349442
t348,60.503704056069104,59.76370846859895,59.32614529349442
t349,60.50370405606911,59.763708468598956,59.32614529349443
t350,60.50370405606911,59.763708468598956,59.32614529349443
t351,60.50370405606911,59.763708468598956,59.326145293494434
t352,60.50370405606911,59.763708468598956,59.32614529349443
t353,100.9809432834572,99.74588745317142,99.01559262482154
t354,119.63362864302596,119.63362864302596,117.30524842391324
t355,119.63362864302596,119.63362864302596,117.30524842391324
t356,119.63362864302596,119.63362864302596,117.30524842391324
t357,119.63362864302596,119.63362864302596,117.30524842391324
t358,119.63362864302596,119.63362864302596,117.30524842391324
t359,119.63362864302596,119.63362864302596,117.30524842391324
t360,119.63362864302596,119.63362864302596,117.30524842391324
t361,119.63362864302596,119.63362864302596,117.30524842391324
t362,119.63362864302596,119.63362864302596,117.30524842391324
t363,119.63362864302596,119.63362864302596,117.30524842391324
t364,119.63362864302596,119.63362864302596,117.30524842391324
t365,119.63362864302596,119.63362864302596,117.30524842391324
t366,119.63362864302596,119.63362864302596,117.30524842391324
t367,119.63362864302596,119.63362864302596,117.30524842391324
t368,119.63362864302596,119.63362864302594,117.30524842391324
t369,100.9809432834572,99.74588745317143,99.01559262482154
t370,100.98094328345718,99.7458874531714,99.01559262482151
t371,100.9809432834572,99.74588745317143,99.01559262482154
t372,100.9809432834572,99.74588745317142,99.01559262482154
t373,100.9809432834572,99.74588745317143,99.01559262482154
t374,100.9809432834572,99.74588745317142,99.01559262482154
t375,100.98094328345721,99.74588745317143,99.01559262482154
t376,100.98094328345721,99.74588745317143,99.01559262482155
t377,119.63362864302596,119.63362864302596,117.30524842391324
t378,119.63362864302596,119.63362864302596,119.63362864302596
t379,119.63362864302596,119.63362864302596,119.63362864302596
t380,119.63362864302596,119.63362864302596,117.30524842391324
t381,119.63362864302596,119.63362864302596,117.30524842391324
t382,119.63362864302596,119.63362864302596,117.30524842391324
t383,119.63362864302596,119.63362864302596,117.30524842391324
t384,119.63362864302596,119.63362864302596,117.30524842391324
t385,100.9809432834572,102.2312916029159,99.01559262482152
t386,100.98094328345718,102.23129160291592,99.01559262482151
t387,100.98094328345718,102.23129160291592,99.01559262482151
t388,100.98094328345718,102.23129160291592,99.01559262482151
t389,100.9809432834572,102.23129160291592,99.01559262482154
t390,119.63362864302596,119.63362864302596,117.30524842391324
t391,119.63362864302596,119.63362864302596,117.30524842391324
t392,119.63362864302596,119.63362864302596,117.30524842391324
t393,119.63362864302596,119.63362864302596,117.30524842391324
t394,100.9809432834572,102.23129160291592,99.01559262482154
t395,100.9809432834572,102.23129160291592,99.01559262482154
t396,100.9809432834572,102.23129160291592,99.01559262482154
t397,100.9809432834572,102.23129160291592,99.01559262482154
t398,100.9809432834572,102.23129160291589,99.01559262482154
t399,100.98094328345718,102.23129160291592,99.01559262482151
t400,119.63362864302596,118.17043959220614,117.30524842391324
t401,119.63362864302596,119.63362864302596,117.30524842391324
t402,119.63362864302596,119.63362864302596,117.30524842391324
t403,119.63362864302596,119.63362864302596,117.30524842391324
t404,119.63362864302596,119.63362864302596,117.30524842391324
t405,119.63362864302596,119.63362864302596,117.30524842391324
t406,119.63362864302596,119.63362864302596,117.30524842391324
t407,119.63362864302596,119.63362864302596,117.30524842391324
t408,100.9809432834572,102.2312916029159,99.01559262482152
t409,100.98094328345718,102.23129160291592,99.01559262482152
t410,100.98094328345721,102.23129160291592,99.01559262482154
t411,100.98094328345721,102.23129160291592,99.01559262482155
t412,100.98094328345721,102.23129160291592,99.01559262482155
t413,100.98094328345721,102.23129160291592,99.01559262482155
t414,100.98094328345721,102.23129160291592,99.01559262482154
t415,119.63362864302596,119.63362864302596,117.30524842391324
t416,119.63362864302596,119.63362864302596,117.30524842391324
t417,61.84953692129488,61.093081012968725,60.64578476596627
t418,60.5037040560691,59.763708468598935,59.32614529349441
t419,60.50370405606909,59.763708468598935,59.326145293494406
t420,60.5037040560691,59.76370846859894,59.32614529349442
t421,60.50370405606909,59.763708468598935,59.326145293494406
t422,60.5037040560691,59.76370846859894,59.32614529349441
t423,60.5037040560691,59.76370846859894,59.32614529349441
t424,60.50370405606908,59.76370846859894,59.3261452934944
t425,61.84953692129488,61.093081012968725,60.64578476596627
t426,119.63362864302596,119.63362864302593,117.30524842391324
t427,119.63362864302596,119.63362864302593,117.30524842391324
t428,119.63362864302596,119.63362864302596,117.30524842391324
t429,119.63362864302596,119.63362864302596,117.30524842391324
t430,119.63362864302596,119.63362864302596,117.30524842391324
t431,119.63362864302596,119.63362864302596,117.30524842391324
t432,119.63362864302596,119.63362864302596,117.30524842391324
t433,119.63362864302596,119.63362864302596,117.30524842391324
t434,100.98094328345718,102.23129160291589,99.01559262482151
t435,100.98094328345718,102.23129160291589,99.01559262482151
t436,100.98094328345718,102.23129160291589,99.01559262482151
t437,118.17043959220614,119.63362864302596,115.870536821127
t438,119.63362864302596,119.63362864302596,117.30524842391324
t439,119.63362864302596,119.63362864302596,117.30524842391324
t440,119.63362864302596,119.63362864302593,117.30524842391324
t441,66.09517863414298,65.28679605153295,64.80879529648074
t442,61.7046360655058,60.949952379154766,60.503704056069104
t443,61.7046360655058,60.94995237915477,60.503704056069104
t444,61.7046360655058,60.94995237915477,60.50370405606911
t445,61.7046360655058,60.94995237915477,60.503704056069104
t446,61.7046360655058,60.94995237915477,60.503704056069104
t447,61.7046360655058,60.94995237915477,60.503704056069104
t448,61.7046360655058,60.949952379154766,60.503704056069104
t449,119.63362864302596,119.63362864302596,117.30524842391324
t450,119.63362864302596,119.63362864302596,117.30524842391324
t451,119.63362864302596,119.63362864302596,117.30524842391324
t452,119.63362864302596,119.63362864302596,117.30524842391324
t453,119.63362864302596,119.63362864302596,117.30524842391324
t454,119.63362864302596,119.63362864302596,117.30524842391324
t455,119.63362864302596,119.63362864302596,117.30524842391324
t456,119.63362864302596,119.63362864302596,117.30524842391324
t457,99.7458874531714,100.98094328345718,97.80457417931925
t458,99.7458874531714,100.98094328345718,97.80457417931925
t459,99.7458874531714,100.98094328345718,97.80457417931925
t460,99.7458874531714,100.98094328345718,97.80457417931925
t461,99.7458874531714,100.98094328345718,97.80457417931925
t462,118.17444169798132,119.63362864302596,115.87446103555989
t463,119.63362864302596,119.63362864302596,117.30524842391324
t464,119.63362864302596,119.63362864302596,117.30524842391324
t465,61.849536921294856,61.0930810129687,60.64578476596625
t466,60.5037040560691,59.76370846859894,59.32614529349441
t467,60.5037040560691,59.76370846859894,59.32614529349441
t468,60.5037040560691,59.76370846859894,59.32614529349442
t469,60.5037040560691,59.76370846859894,59.32614529349441
t470,60.5037040560691,59.76370846859894,59.32614529349441
t471,60.5037040560691,59.76370846859894,59.32614529349441
t472,60.5037040560691,59.76370846859894,59.32614529349442
t473,61.84953692129486,61.09308101296871,60.645784765966255
t474,119.63362864302596,119.63362864302596,117.30524842391324
t475,119.63362864302596,119.63362864302596,117.30524842391324
t476,119.63362864302596,119.63362864302596,117.30524842391324
t477,119.63362864302596,119.63362864302596,117.30524842391324
t478,119.63362864302596,119.63362864302596,117.30524842391324
t479,119.63362864302596,119.63362864302596,117.30524842391324
t480,119.63362864302596,119.63362864302596,117.30524842391324
t481,119.63362864302594,119.63362864302596,117.30524842391324
t482,119.63362864302594,119.63362864302596,117.30524842391324
t483,119.63362864302594,119.63362864302596,117.30524842391324
t484,119.63362864302594,119.63362864302596,117.30524842391324
t485,119.63362864302594,119.63362864302596,117.30524842391324
t486,119.63362864302596,119.63362864302596,117.30524842391324
t487,119.63362864302596,119.63362864302596,117.30524842391324
t488,119.63362864302596,119.63362864302596,117.30524842391324
t489,119.63362864302596,119.63362864302596,117.30524842391324
t490,119.63362864302596,119.63362864302596,117.30524842391324
t491,119.63362864302596,119.63362864302596,117.30524842391324
t492,119.63362864302594,119.63362864302594,117.30524842391324
t493,119.63362864302594,119.63362864302594,117.30524842391324
t494,119.63362864302594,119.63362864302594,117.30524842391324
t495,119.63362864302594,119.63362864302596,117.30524842391324
t496,119.63362864302596,119.63362864302596,117.30524842391324
t497,119.63362864302596,119.63362864302596,117.30524842391324
t498,119.63362864302596,119.63362864302596,117.30524842391324
t499,119.63362864302596,119.63362864302596,117.30524842391324
t500,119.63362864302596,119.63362864302596,117.30524842391324
t501,119.63362864302596,119.63362864302596,117.30524842391324
t502,119.63362864302596,119.63362864302596,117.30524842391324
t503,119.63362864302596,119.63362864302596,117.30524842391324
t504,119.63362864302596,119.63362864302596,117.30524842391324
t505,119.63362864302596,119.63362864302596,117.30524842391324
t506,119.63362864302594,119.63362864302596,117.30524842391324
t507,119.63362864302594,119.63362864302596,117.30524842391324
t508,119.63362864302594,119.63362864302596,117.30524842391324
t509,119.63362864302594,119.63362864302596,117.30524842391324
t510,119.63362864302596,119.63362864302596,117.30524842391324
t511,119.63362864302596,119.63362864302596,117.30524842391324
t512,119.63362864302596,119.63362864302596,117.30524842391324
t513,61.70463606550582,60.949952379154794,60.5037040560691
t514,61.70463606550581,60.94995237915478,60.50370405606911
t515,61.704636065505824,60.949952379154794,60.50370405606913
t516,61.70463606550582,60.94995237915479,60.50370405606912
t517,61.70463606550582,60.94995237915479,60.50370405606912
t518,61.70463606550582,60.94995237915479,60.50370405606912
