,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t27,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6515.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1861.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-888.0
t28,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-58.09258704241982,-0.3574389535261652,-6476.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,58.09258704241982,-0.3574389535261652,-1849.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-883.0
t29,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-192.13335905934946,-1.182180899423414,-6618.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,192.13335905934946,-1.182180899423414,-1890.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-902.0
t30,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6980.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1993.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-951.0
t31,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7523.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2148.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1025.0
t32,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7968.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2275.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1086.0
t33,1919.787670103273,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8513.0,1157.4239226255381,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2431.0,443.17929740067285,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1161.0
t34,3683.0184834566826,0.0,-0.0,0.0,-0.0,0.0,0.0,181.03261246085933,-1.5685438269690442,-9072.0,2447.834569536235,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-57.28076218975397,-0.35244386137143774,-2591.0,1002.0318060960014,0.0,-0.0,0.0,-0.0,0.0,0.0,-123.75185027110535,-1.2160999655976064,-1236.0
t35,5267.871223019994,0.0,-0.0,0.0,-0.0,0.0,0.0,806.1737279789259,-6.234684527317532,-9482.0,2969.3417843289476,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-459.31429740601357,-2.8261234378239632,-2708.0,1283.331847521704,0.0,-0.0,0.0,-0.0,0.0,0.0,-346.85943057291223,-3.4085610894935696,-1292.0
t36,5796.0641991339935,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1092.9124001878092,-8.363937622043842,-9650.0,3204.894119522025,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-646.7135800858043,-3.9791759511111775,-2755.0,1407.647437632236,0.0,-0.0,0.0,-0.0,0.0,0.0,-446.19882010200485,-4.384761670932663,-1316.0
t37,5535.73159229589,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,702.4194532165808,-5.724293094796672,-9635.0,3018.58218842024,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-320.720613301968,-1.9733677949170252,-2751.0,1339.513621073791,0.0,-0.0,0.0,-0.0,0.0,0.0,-381.69883991461285,-3.7509252998796465,-1313.0
t38,5431.113445375981,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,962.4134277960319,-7.1144928186031,-9572.0,2577.0699983819995,0.0,-0.0,0.0,-0.0,0.0,0.0,-637.7428206334175,-3.9239795993175357,-2734.0,1273.9249762411985,0.0,-0.0,0.0,-0.0,0.0,0.0,-324.67060716261443,-3.190513219285564,-1305.0
t39,4684.763376447292,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,273.9268262685818,-2.4705370605555927,-9542.0,2216.1832858712014,0.0,-229.16975233067217,0.0,-0.0,0.0,0.0,-60.23968551582018,-0.37064987544447203,-2725.0,1157.850883797171,0.0,-0.0,0.0,-0.0,0.0,0.0,-213.68714075276162,-2.099887185111121,-1301.0
t40,3344.3504248440295,0.0,-0.0,0.0,-0.0,0.0,0.0,3.848939423887532,-0.03782323327467684,-9687.0,1783.8083362942823,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2766.0,881.9615979385039,0.0,-0.0,0.0,-0.0,0.0,0.0,-3.848939423887532,-0.03782323327467684,-1321.0
t41,1651.8068324902717,144.33792192739793,-0.0,0.0,-0.0,0.0,0.0,615.4430605313006,-5.323435307425134,-10596.0,908.3514182978494,0.0,-0.0,0.0,-0.0,0.0,0.0,-197.18986964411596,-1.2132931969458745,-3026.0,98.13705734630365,0.0,-0.0,0.0,-0.0,0.0,0.0,-418.25319088718464,-4.11014211047926,-1444.0
t42,0.0,1124.1065253451002,-0.0,0.0,-0.0,0.0,0.0,196.29727732384052,-1.9289983275196654,-11515.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3289.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-196.29727732384052,-1.9289983275196654,-1570.0
t43,0.0,1124.1065253451002,-0.0,0.0,-0.0,0.0,0.0,210.16103919649572,-2.065236454864467,-11414.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3260.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-210.16103919649572,-2.065236454864467,-1556.0
t44,0.0,1124.1065253451002,-0.0,0.0,-0.0,0.0,0.0,187.84261061814135,-1.84591496458476,-11138.0,0.0,17.133442748658467,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3181.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-187.84261061814135,-1.84591496458476,-1519.0
t45,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,283.7982611232207,-2.788863801490914,-10688.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3052.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-283.7982611232207,-2.788863801490914,-1457.0
t46,0.0,461.09656324235175,-0.0,0.0,-0.0,0.0,0.0,345.2953347432966,-3.393190839429268,-9979.0,0.0,407.3468081775248,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2850.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-345.2953347432966,-3.393190839429268,-1360.0
t47,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,463.1373106608658,-4.551214921860064,-9100.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2599.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-463.1373106608658,-4.551214921860064,-1241.0
t48,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,121.26953872250978,-7.0051590809643205,-8304.0,0.0,0.0,-305.61244714590475,0.0,-0.0,0.0,0.0,363.79912899376166,-2.2384263910696025,-2372.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-485.0686677162714,-4.766732689894718,-1132.0
t49,0.0,0.0,-855.3641996298586,0.0,-0.0,0.0,0.0,447.7641956338536,-6.1356163624495785,-7776.0,0.0,0.0,-202.98733295307514,0.0,-0.0,0.0,0.0,108.60381885607285,-0.6682304462101794,-2221.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-556.3680144899265,-5.467385916239398,-1060.0
t50,0.0,0.0,-676.7356203584534,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7513.0,0.0,0.0,-171.0517445432127,0.0,-0.0,0.0,0.0,0.0,-0.0,-2145.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1024.0
t51,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,163.43008273888253,-1.8882018731206316,-7386.0,0.0,0.0,-224.6020231458924,0.0,-0.0,0.0,0.0,17.65893257561385,-0.10865397293474711,-2109.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-181.0890153144964,-1.7795479001858845,-1006.9999999999999
t52,0.0,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,692.8796502648667,-6.808875317859599,-7401.0,0.0,0.0,-202.05174454321283,0.0,-0.0,0.0,0.0,0.0,-0.0,-2114.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-692.8796502648667,-6.808875317859599,-1008.9999999999999
t53,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7667.0,0.0,0.0,-127.05174454321266,0.0,-0.0,0.0,0.0,0.0,-0.0,-2189.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1045.0
t54,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,272.3975666954712,-7.13318705392631,-8455.0,0.0,0.0,-179.20951637654125,0.0,-0.0,0.0,0.0,278.87365872727446,-1.7158868939457332,-2414.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-551.2712254227456,-5.417300159980576,-1152.0
t55,0.0,1124.1065253451002,-0.0,0.0,-0.0,0.0,0.0,522.3153413816773,-4.760844148741061,-9848.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,-101.22706797978438,-0.6228418992735747,-2812.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-421.0882734018928,-4.138002249467487,-1343.0
t56,0.0,1124.1065253451002,-0.0,0.0,-0.0,0.0,0.0,316.119790651789,-3.106484999571146,-10629.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3035.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-316.119790651789,-3.106484999571146,-1449.0
t57,2833.1137344811846,0.0,-0.0,0.0,-0.0,0.0,0.0,613.3345724525192,-6.0271919233961135,-10761.0,1265.2379927623977,0.0,-146.13994615542313,0.0,-0.0,0.0,0.0,0.0,-0.0,-3073.0,641.9254788587548,0.0,-0.0,0.0,-0.0,0.0,0.0,-613.3345724525192,-6.0271919233961135,-1467.0
t58,4596.431475103365,0.0,-0.0,0.0,-0.0,0.0,0.0,155.99704855417284,-1.532971062367642,-10835.0,2393.106227877152,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,0.0,-0.0,-3094.0,1128.9155704844643,0.0,-0.0,0.0,-0.0,0.0,0.0,-155.99704855417284,-1.532971062367642,-1477.0
t59,5487.6319587465805,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1034.0656555997016,-7.87201427152606,-10932.0,2950.4458863938653,0.0,-0.0,0.0,-0.0,0.0,0.0,-623.2081393546154,-3.834548889985591,-3122.0,1399.2805324945502,0.0,-0.0,0.0,-0.0,0.0,0.0,-410.8575162450863,-4.0374653815404695,-1490.0
t60,5935.233530897052,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1899.6814529791516,-15.429936083362312,-10950.0,3215.177147124338,0.0,-0.0,0.0,-0.0,0.0,0.0,-881.3510676857153,-5.422881289358189,-3127.0,1532.9229124343706,0.0,-0.0,0.0,-0.0,0.0,0.0,-1018.3303852934363,-10.007054794004123,-1493.0
t61,6370.508402089295,0.0,-203.1888102512749,0.0,-0.0,0.0,0.0,1729.3501246171754,-15.701556681116553,-10905.0,3268.19875166511,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-351.8325909224114,-2.164797257589437,-3115.0,1553.6201283870325,0.0,-0.0,0.0,-0.0,0.0,0.0,-1377.517533694764,-13.536759423527117,-1487.0
t62,6350.10328465407,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,752.9176949361207,-5.997882193195872,-10890.0,3154.101257696295,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-381.3229423307054,-2.3462489863410307,-3111.0,1488.3118101604318,0.0,-0.0,0.0,-0.0,0.0,0.0,-371.5947526054153,-3.6516332068548416,-1484.0
t63,5810.396519807714,0.0,-0.0,0.0,-0.0,0.0,0.0,1269.9457038999146,-12.268767313219273,-10849.0,2954.9556586619597,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-57.40111082016466,-0.3531843566859406,-3098.0,1308.8184993464047,0.0,-0.0,0.0,-0.0,0.0,0.0,-1212.54459307975,-11.915582956533333,-1479.0
t64,4475.02130766441,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,330.75665301731317,-3.2503203263171803,-10999.0,2354.58220689646,0.0,-83.02980617524858,0.0,-0.0,0.0,0.0,0.0,-0.0,-3141.0,969.8463306988533,0.0,-0.0,0.0,-0.0,0.0,0.0,-330.75665301731317,-3.2503203263171803,-1499.0
t65,2186.490385172719,0.0,-0.0,0.0,-0.0,0.0,0.0,540.0739161267638,-4.656673898127872,-11858.0,1248.117363658743,0.0,-0.0,0.0,-0.0,0.0,0.0,-177.07955214956246,-1.0895560523927605,-3386.0,273.8729562402105,0.0,-0.0,0.0,-0.0,0.0,0.0,-362.9943639772013,-3.567117845735112,-1616.0
t66,0.0,805.5870113224942,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-12796.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3654.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1745.0
t67,0.0,830.5870113224945,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-12821.0,0.0,537.409367854583,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3661.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1748.0
t68,0.0,614.5870113224952,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-12605.0,0.0,436.13344274865807,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3600.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1719.0
t69,0.0,614.183969658892,-0.0,0.0,-0.0,0.0,0.0,45.24391707083056,-0.44460851189539324,-12195.0,0.0,319.13344274865807,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3483.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-45.24391707083056,-0.44460851189539324,-1663.0
t70,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,142.29025017941706,-1.3982754033089912,-11476.0,0.0,113.13344274865855,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3277.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-142.29025017941706,-1.3982754033089912,-1565.0
t71,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,272.01545055926215,-2.6730750234639014,-10515.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3003.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-272.01545055926215,-2.6730750234639014,-1434.0
t72,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,385.89635165607274,-3.7921739266533248,-9674.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2763.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-385.89635165607274,-3.7921739266533248,-1319.0
t73,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,457.1956984297279,-4.492827152998006,-9151.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2614.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-457.1956984297279,-4.492827152998006,-1247.0
t74,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,493.83564052174535,-4.852885060980692,-8876.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2535.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-493.83564052174535,-4.852885060980692,-1210.0
t75,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,512.6507459203488,-5.037779662377204,-8736.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2495.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-512.6507459203488,-5.037779662377204,-1191.0
t76,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,510.6702085099695,-5.018317072756517,-8752.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2499.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-510.6702085099695,-5.018317072756517,-1193.0
t77,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,477.9913412387108,-4.6971843440152075,-8990.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2568.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-477.9913412387108,-4.6971843440152075,-1226.0
t78,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,377.97420201455543,-3.714323568170582,-9733.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2780.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-377.97420201455543,-3.714323568170582,-1327.0
t79,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,195.76476025965857,-1.9237653230675043,-11084.0,0.0,2.133442748657899,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3166.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-195.76476025965857,-1.9237653230675043,-1511.0
t80,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,96.73788974069278,-0.9506358420332193,-11820.0,0.0,212.13344274865787,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3376.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-96.73788974069278,-0.9506358420332193,-1611.0
