,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t2304,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7548.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2155.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1029.0
t2305,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7024.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2005.9999999999998,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-958.0
t2306,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6720.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1919.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-916.0
t2307,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6566.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1875.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-895.0
t2308,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6515.0,0.0,131.074868138239,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1860.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-888.0
t2309,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6596.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1884.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-899.0
t2310,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6865.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1960.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-936.0
t2311,2798.777628155292,0.0,-0.0,0.0,-0.0,0.0,0.0,137.67756030636514,-0.8471188078438997,-7252.0,1410.9278772634732,0.0,-0.0,0.0,-0.0,0.0,0.0,-137.67756030636514,-0.8471188078438997,-2071.0,624.3735463810518,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-989.0
t2312,5154.413865057251,0.0,-0.0,0.0,-0.0,0.0,0.0,312.0186552672186,-5.627536082678798,-7851.0,1453.3984753128188,0.0,-0.0,0.0,-0.0,0.0,0.0,160.28648010380644,-0.9862296487305917,-2243.0,1188.010297664272,0.0,-0.0,0.0,-0.0,0.0,0.0,-472.305135371025,-4.641306433948206,-1070.0
t2313,5453.087448798241,0.0,-0.0,0.0,-0.0,0.0,0.0,606.6793267768194,-5.961791333267307,-8444.0,2378.49689110374,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,0.0,-0.0,-2411.0,1404.7049739693853,0.0,-0.0,0.0,-0.0,0.0,0.0,-606.6793267768194,-5.961791333267307,-1151.0
t2314,4056.256558698433,0.0,-0.0,0.0,-0.0,0.0,0.0,2324.031834770977,-16.48340922761801,-8754.0,3609.972245911622,0.0,-0.0,0.0,-0.0,0.0,0.0,-1729.6312400884094,-10.642280055317912,-2500.0,1434.3055797141667,0.0,-0.0,0.0,-0.0,0.0,0.0,-594.4005946825679,-5.8411291723001,-1193.0
t2315,6975.4435176976085,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,588.2486665342933,-5.780674645009511,-8824.0,1889.6987257678948,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2520.0,1438.0931970386016,0.0,-0.0,0.0,-0.0,0.0,0.0,-588.2486665342933,-5.780674645009511,-1203.0
t2316,6400.738373929011,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1120.324245232882,-18.151109575,-8769.0,3609.972245911622,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-1120.324245232882,-18.151109575,-2504.0,837.0638558592987,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1196.0
t2317,6880.368675533115,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,492.38142868629956,-4.838594632520971,-8634.0,1835.698725767895,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2466.0,1315.2838791781192,0.0,-0.0,0.0,-0.0,0.0,0.0,-492.38142868629956,-4.838594632520971,-1177.0
t2318,5983.436663671122,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1218.9751003618267,-7.500254446055637,-8461.0,3609.972245911622,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-1218.9751003618267,-7.500254446055637,-2416.0,794.0638558592988,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1153.0
t2319,5849.080680959354,0.0,-202.36225260983963,0.0,-0.0,0.0,0.0,267.71739424514305,-2.6308383528663613,-8302.0,2338.49689110374,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,0.0,-0.0,-2371.0,1042.412088457308,0.0,-0.0,0.0,-0.0,0.0,0.0,-267.71739424514305,-2.6308383528663613,-1131.0
t2320,4449.883093434456,0.0,-0.826557641436132,0.0,-0.0,0.0,0.0,1442.4564966740206,-9.708048225247053,-8272.0,3185.1508780714657,0.0,-229.16975233067217,0.0,-0.0,0.0,0.0,-1215.801671376754,-7.48072859614495,-2363.0,997.9460007856671,0.0,-0.0,0.0,-0.0,0.0,0.0,-226.65482529726648,-2.227319629102102,-1128.0
t2321,3910.1305613351274,719.6740110669913,-0.0,0.0,-0.0,0.0,0.0,776.1023416765532,-4.938754304591658,-8425.0,2343.516169094064,0.0,-0.0,0.0,-0.0,0.0,0.0,-731.6114254702135,-4.501545474587048,-2406.0,834.9919808956431,0.0,-0.0,0.0,-0.0,0.0,0.0,-44.49091620633971,-0.4372088300046106,-1149.0
t2322,2690.5126425778103,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8648.0,1478.7619704632816,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2469.0,576.559260969387,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1179.0
t2323,0.0,627.264379641547,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8817.0,65.52129228102011,136.42696317576718,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2518.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1202.0
t2324,0.0,1109.2869112134204,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-9170.0,0.0,302.94825545678793,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2619.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1250.0
t2325,0.0,971.2643796415464,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-9161.0,0.0,299.9482554567878,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2616.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1249.0
t2326,0.0,550.2643796415449,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8740.0,0.0,179.9482554567877,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2496.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1191.0
t2327,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8106.999999999999,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2315.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1106.0
t2328,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7414.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2117.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1010.0
t2329,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6845.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1955.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-933.0
t2330,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6515.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1861.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-888.0
t2331,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6319.0,0.0,597.798165335845,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1804.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-861.0
t2332,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6247.0,0.0,103.00668671589763,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1784.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-852.0
t2333,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6279.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1793.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-856.0
t2334,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6458.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1844.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-880.0
t2335,1715.677540873229,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6766.0,967.114755895189,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1933.0,461.24670037833056,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-922.0
t2336,3578.340528798469,0.0,-0.0,0.0,-0.0,0.0,0.0,1002.3878410939426,-7.050485217095358,-7333.0,2230.47258486261,0.0,-0.0,0.0,-0.0,0.0,0.0,-762.0848133480961,-4.689045746618548,-2094.0,882.7283230756219,0.0,-0.0,0.0,-0.0,0.0,0.0,-240.3030277458465,-2.3614394704768107,-999.0
t2337,5106.851619624602,0.0,-252.45245265640037,0.0,-0.0,0.0,0.0,748.6853121167366,-15.27949484314685,-7978.0,3073.997569167249,0.0,-0.0,0.0,-0.0,0.0,0.0,-1416.5827253418179,-8.716118057536091,-2279.0,67.72981941982812,0.0,-0.0,0.0,-0.0,0.0,0.0,667.8974132250814,-6.563376785610759,-1088.0
t2338,5390.565927373481,0.0,-0.0,0.0,-0.0,0.0,0.0,604.3995197260734,-5.160462857762528,-8380.0,1977.0129830917024,0.0,-0.0,0.0,-0.0,0.0,0.0,-212.00977843588856,-1.3044788879190903,-2394.0,1179.3095811193266,0.0,-0.0,0.0,-0.0,0.0,0.0,-392.3897412901849,-3.855983969843438,-1142.0
t2339,4906.338347126792,0.0,-0.0,0.0,-0.0,0.0,0.0,1232.3128111016347,-8.846173986635621,-8520.0,3183.4337033044208,0.0,-486.95534739791367,0.0,-0.0,0.0,0.0,-888.3139070660187,-5.465723072593784,-2433.0,1149.443210808956,0.0,-0.0,0.0,-0.0,0.0,0.0,-343.99890403561574,-3.3804509140418366,-1161.0
t2340,4707.865711793167,0.0,-0.0,0.0,-0.0,0.0,0.0,1513.4007415236158,-10.461469074991182,-8601.0,3033.574688160289,0.0,-0.0,0.0,-0.0,0.0,0.0,-1200.489448654712,-7.386513737682371,-2456.0,1129.0501040655108,0.0,-0.0,0.0,-0.0,0.0,0.0,-312.91129286890373,-3.074955337308812,-1172.0
t2341,4847.066663896718,0.0,-0.0,0.0,-0.0,0.0,0.0,1303.7301184577093,-13.991798112635827,-8527.0,3492.3483108446935,0.0,-0.0,0.0,-0.0,0.0,0.0,-1677.3291157300341,-10.320469346763968,-2435.0,433.13618735284564,0.0,-0.0,0.0,-0.0,0.0,0.0,373.5989972723248,-3.6713287658718605,-1162.0
t2342,5151.889225976843,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1815.391388047257,-12.3691044372067,-8221.0,3555.8769381556654,0.0,-340.01257026860367,0.0,-0.0,0.0,0.0,-1489.0039223388358,-9.161719780331174,-2348.0,1090.658706224595,0.0,-0.0,0.0,-0.0,0.0,0.0,-326.38746570842113,-3.2073846568755275,-1120.0
t2343,5436.0478095432745,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,1219.064381854753,-9.200681811136349,-7912.0,3560.0929994718595,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-1325.440779276654,-8.15532909146574,-2259.0,614.7328111570685,0.0,-0.0,0.0,-0.0,0.0,0.0,106.37639742190092,-1.0453527196706072,-1079.0
t2344,5624.007964537795,0.0,-1124.1065253451002,0.0,-0.0,0.0,0.0,855.1653074901118,-5.261762441014096,-7740.0,3037.9239610348654,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-855.1653074901118,-5.261762441014096,-2210.0,696.0638558592987,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1055.0
t2345,5305.093996957478,0.0,-1074.8428829399747,0.0,-0.0,0.0,0.0,1087.2575007112519,-6.703630486964911,-7701.0,3256.658479028714,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-1083.4949319137452,-6.666656011228324,-2199.0,694.863399132542,0.0,-0.0,0.0,-0.0,0.0,0.0,-3.762568797506802,-0.03697447573658679,-1050.0
t2346,3513.3395079132733,0.0,-0.0,0.0,-0.0,0.0,0.0,964.9513681715787,-5.937267124823217,-7789.0,2396.291833445667,0.0,-0.0,0.0,-0.0,0.0,0.0,-964.9513681715787,-5.937267124823217,-2224.0,400.35023092784274,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1062.0
t2347,761.8854389214303,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8000.999999999999,1037.4142796403426,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2285.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1090.0
t2348,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,429.84738472738206,-5.583005085834854,-8614.0,0.0,59.431378009646636,-0.0,0.0,-0.0,0.0,0.0,85.04012238943304,-0.5232449422922067,-2460.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-514.8875071168151,-5.059760143542647,-1174.0
t2349,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,400.1772209027119,-5.334211659056554,-8920.0,0.0,31.866130478267543,-0.0,0.0,-0.0,0.0,0.0,87.71680738789556,-0.5397143669379192,-2548.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-487.8940282906075,-4.794497292118635,-1216.0
t2350,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,253.24751755892194,-3.983137917377008,-8439.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,93.52369915550953,-0.575443698722369,-2409.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-346.77121671443143,-3.4076942186546386,-1151.0
t2351,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7707.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2201.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1050.0
t2352,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7031.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2008.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-959.0
t2353,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6579.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1879.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-897.0
t2354,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6359.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1816.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-867.0
t2355,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6277.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1793.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-856.0
t2356,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6282.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1794.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-856.0
t2357,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6511.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1859.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-888.0
t2358,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7238.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2067.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-987.0
t2359,1750.518676785112,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8426.0,1002.8165944333055,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2406.0,412.3612418924846,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1149.0
t2360,4082.819446415577,0.0,-0.0,0.0,-0.0,0.0,0.0,89.82360284560009,-0.5526773076853454,-9225.0,2039.1116599383593,0.0,-0.0,0.0,-0.0,0.0,0.0,-89.82360284560009,-0.5526773076853454,-2635.0,779.9816992292857,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1257.0
t2361,5118.053139577373,0.0,-0.0,0.0,-0.0,0.0,0.0,866.4114592213168,-5.703488989726746,-9508.0,2686.125602953729,0.0,-0.0,0.0,-0.0,0.0,0.0,-765.0153278410083,-4.7070769634565055,-2715.0,1040.456399265877,0.0,-0.0,0.0,-0.0,0.0,0.0,-101.39613138030845,-0.9964120262702404,-1297.0
t2362,5592.7135959293855,0.0,-0.0,0.0,-0.0,0.0,0.0,1018.3353710719973,-7.080807227302571,-9628.0,2906.5434471833796,0.0,-0.0,0.0,-0.0,0.0,0.0,-796.4868206673808,-4.90071849389051,-2749.0,1177.092494997327,0.0,-0.0,0.0,-0.0,0.0,0.0,-221.8485504046165,-2.1800887334120604,-1312.0
t2363,6005.978853914012,0.0,-0.0,0.0,-0.0,0.0,0.0,1242.0481953882238,-8.592001306323844,-9735.0,3139.285003836206,0.0,-0.0,0.0,-0.0,0.0,0.0,-983.5346694055352,-6.051608662776702,-2780.0,1230.1177744855343,0.0,-0.0,0.0,-0.0,0.0,0.0,-258.51352598268863,-2.5403926435471433,-1328.0
t2364,5890.164311371215,0.0,-0.0,0.0,-0.0,0.0,0.0,1462.6642045590802,-9.939494898471237,-9736.0,3363.980239200537,0.0,-0.0,0.0,-0.0,0.0,0.0,-1206.855827882432,-7.425685550210633,-2780.0,1227.386041884207,0.0,-0.0,0.0,-0.0,0.0,0.0,-255.808376676648,-2.513809348260604,-1328.0
t2365,5928.2504166405,0.0,-0.0,0.0,-0.0,0.0,0.0,1347.8230614029555,-9.268493801663258,-9657.0,3324.546902310823,0.0,-107.86567637986045,0.0,-0.0,0.0,0.0,-1082.3230546173425,-6.659445545731557,-2758.0,1226.1729109008434,0.0,-0.0,0.0,-0.0,0.0,0.0,-265.5000067856132,-2.6090482559317016,-1317.0
t2366,5733.553208393524,0.0,-0.0,0.0,-0.0,0.0,0.0,1187.2257188909246,-8.057589268855654,-9585.0,2926.805250317147,0.0,-0.0,0.0,-0.0,0.0,0.0,-982.3576853918181,-6.044366776064497,-2737.0,1154.945111851196,0.0,-0.0,0.0,-0.0,0.0,0.0,-204.86803349910642,-2.013222492791156,-1307.0
t2367,5328.965261294957,0.0,-0.0,0.0,-0.0,0.0,0.0,980.1176658458635,-6.85114817300289,-9429.0,2655.83402982056,0.0,-0.0,0.0,-0.0,0.0,0.0,-756.7744600954474,-4.65637157584879,-2693.0,1152.601838206869,0.0,-0.0,0.0,-0.0,0.0,0.0,-223.3432057504161,-2.194776597154099,-1286.0
t2368,4892.520774348606,0.0,-0.0,0.0,-0.0,0.0,0.0,826.0041253786835,-6.085076548371055,-9322.0,2419.8819046411368,0.0,-0.0,0.0,-0.0,0.0,0.0,-553.0756769274066,-3.403029564466663,-2662.0,1187.67435129448,0.0,-0.0,0.0,-0.0,0.0,0.0,-272.92844845127695,-2.682046983904392,-1271.0
t2369,4297.318599052428,0.0,-0.0,0.0,-0.0,0.0,0.0,693.6547374146961,-4.760762869497542,-9323.0,2427.3795426380048,0.0,-0.0,0.0,-0.0,0.0,0.0,-559.5335799731529,-3.442764515588042,-2663.0,1047.5030116547512,0.0,-0.0,0.0,-0.0,0.0,0.0,-134.12115744154318,-1.3179983539095006,-1271.0
t2370,3229.778980229199,0.0,-0.0,0.0,-0.0,0.0,0.0,15.251282917742026,-0.0938399008133089,-9432.0,1910.748320967817,0.0,-0.0,0.0,-0.0,0.0,0.0,-15.251282917742026,-0.0938399008133089,-2694.0,746.348240456179,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1286.0
t2371,815.9682185433946,0.0,-0.0,0.0,-0.0,0.0,0.0,524.4506430814287,-4.154481983276376,-9526.0,739.1961005030664,0.0,-0.0,0.0,-0.0,0.0,0.0,-271.9795878913138,-1.6734682379588408,-2720.0,45.268395517637444,0.0,-0.0,0.0,-0.0,0.0,0.0,-252.4710551901148,-2.481013745317536,-1298.0
t2372,0.0,688.8973448704596,-0.0,0.0,-0.0,0.0,0.0,411.18558634999596,-4.040689301364054,-9928.0,0.0,347.5357061048361,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2835.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-411.18558634999596,-4.040689301364054,-1353.0
t2373,0.0,870.7509749146914,-0.0,0.0,-0.0,0.0,0.0,408.2147802344269,-4.011495416933025,-9944.0,0.0,352.535706104836,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2840.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-408.2147802344269,-4.011495416933025,-1356.0
t2374,0.0,568.890578248398,-0.0,0.0,-0.0,0.0,0.0,501.3000385222547,-4.92623712910525,-9255.0,0.0,155.53570610483592,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2643.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-501.3000385222547,-4.92623712910525,-1262.0
t2375,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,124.41877024610132,-2.1543906045560752,-8312.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,58.30701376043404,-0.35875830364632916,-2374.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-182.72578400653535,-1.7956323009097463,-1133.0
t2376,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7435.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2124.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1014.0
t2377,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6909.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1973.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-942.0
t2378,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6643.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1898.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-906.0
t2379,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6523.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1863.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-889.0
t2380,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6513.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1860.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-888.0
t2381,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6737.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1924.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-919.0
t2382,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7437.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2124.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1014.0
t2383,2404.5774215893366,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8592.0,1393.4352188600437,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-2454.0,429.2546288105565,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1171.0
t2384,4830.726164926014,0.0,-0.0,0.0,-0.0,0.0,0.0,791.9065058512607,-4.975901409280839,-9316.0,2629.8749251686277,0.0,-0.0,0.0,-0.0,0.0,0.0,-763.7722983152721,-4.699428704091557,-2660.0,939.4745361004765,0.0,-0.0,0.0,-0.0,0.0,0.0,-28.134207535988455,-0.276472705189282,-1270.0
t2385,6030.386223493956,0.0,-35.556774102162514,0.0,-0.0,0.0,0.0,1082.4737090604858,-7.498174210486253,-9460.0,3344.4745447536757,0.0,-413.0798099884789,0.0,-0.0,0.0,0.0,-854.43871720708,-5.2572917902197105,-2702.0,1161.3397301329708,0.0,-0.0,0.0,-0.0,0.0,0.0,-228.03499185340587,-2.2408824202665425,-1290.0
t2386,5997.444644419292,0.0,-620.1351129556488,0.0,-0.0,0.0,0.0,1765.51781080287,-12.022358024719594,-9521.0,3547.604899742521,0.0,-0.0,0.0,-0.0,0.0,0.0,-1449.9845372904183,-8.921636684208156,-2719.0,1257.6978507122617,0.0,-0.0,0.0,-0.0,0.0,0.0,-315.5332735124516,-3.100721340511438,-1298.0
t2387,6210.068478657623,0.0,-277.0116052837643,0.0,-0.0,0.0,0.0,1192.3312140244414,-8.614016346705245,-9583.0,3554.2571291690356,0.0,-597.798165335845,0.0,-0.0,0.0,0.0,-844.5637064116862,-5.196531653609033,-2737.0,1299.2488481651499,0.0,-0.0,0.0,-0.0,0.0,0.0,-347.767507612755,-3.417484693096211,-1307.0
t2388,6498.037929606201,0.0,-883.9690499378552,0.0,-0.0,0.0,0.0,1451.7343008070598,-10.426535597929284,-9561.0,3151.186335066722,0.0,-0.0,0.0,-0.0,0.0,0.0,-1045.0574559445834,-6.430153354244362,-2730.0,1354.7370829654599,0.0,-0.0,0.0,-0.0,0.0,0.0,-406.6768448624764,-3.9963822436849235,-1303.0
