Line,1,2,Total
Sum,1.870064e7,6.431882e7,8.301946e7
t1,0.0,10740.14593627258,10740.14593627258
t2,0.0,11868.9761342719,11868.9761342719
t3,0.0,12705.867487961195,12705.867487961195
t4,0.0,7148.886056676788,7148.886056676788
t5,0.0,0.0,0.0
t6,0.0,0.0,0.0
t7,0.0,0.0,0.0
t8,0.0,0.0,0.0
t9,0.0,20718.661202105974,20718.661202105974
t10,7258.060033714332,6989.977614397531,14248.037648111864
t11,11052.798557581682,11135.55702704255,22188.35558462423
t12,8729.90433107294,6177.225733318229,14907.130064391167
t13,8884.543687275958,12341.876151275128,21226.419838551086
t14,8219.033474235619,10063.486667596464,18282.520141832083
t15,4455.035073975511,6022.10872957478,10477.14380355029
t16,3789.0634026065964,11813.025162366775,15602.088564973372
t17,0.0,6536.381565838612,6536.381565838612
t18,0.0,6124.653631755229,6124.653631755229
t19,0.0,7279.265918847082,7279.265918847082
t20,0.0,8276.004498934974,8276.004498934974
t21,0.0,9229.671390348567,9229.671390348567
t22,0.0,10572.590074175874,10572.590074175874
t23,853.7188556261563,9397.227252444825,10250.94610807098
t24,2849.0792077290325,11122.693527240048,13971.77273496908
t25,731.7533472716947,0.0,731.7533472716947
t26,0.0,0.0,0.0
t27,0.0,0.0,0.0
t28,714.8779070523304,0.0,714.8779070523304
t29,2364.361798846828,0.0,2364.361798846828
t30,0.0,0.0,0.0
t31,0.0,0.0,0.0
t32,0.0,0.0,0.0
t33,0.0,0.0,0.0
t34,704.8877227428754,2432.1999311952127,3137.087653938088
t35,5652.246875647927,6817.122178987139,12469.369054635066
t36,7958.351902222355,8769.523341865326,16727.87524408768
t37,3946.73558983405,7501.850599759293,11448.586189593343
t38,7847.9591986350715,6381.026438571128,14228.985637206199
t39,741.2997508889441,4199.7743702222415,4941.074121111185
t40,0.0,75.64646654935369,75.64646654935369
t41,2426.5863938917487,8220.28422095852,10646.870614850268
t42,0.0,3857.9966550393306,3857.9966550393306
t43,0.0,4130.472909728934,4130.472909728934
t44,0.0,3691.82992916952,3691.82992916952
t45,0.0,5577.727602981829,5577.727602981829
t46,0.0,6786.381678858536,6786.381678858536
t47,0.0,9102.429843720127,9102.429843720127
t48,4476.852782139205,9533.465379789437,14010.318161928642
t49,1336.4608924203587,10934.771832478797,12271.232724899155
t50,0.0,0.0,0.0
t51,217.30794586949423,3559.095800371769,3776.4037462412634
t52,0.0,13617.750635719198,13617.750635719198
t53,0.0,0.0,0.0
t54,3431.7737878914663,10834.600319961153,14266.37410785262
t55,1245.6837985471493,8276.004498934974,9521.688297482124
t56,0.0,6212.969999142292,6212.969999142292
t57,0.0,12054.383846792227,12054.383846792227
t58,0.0,3065.942124735284,3065.942124735284
t59,7669.097779971182,8074.930763080939,15744.028543052122
t60,10845.762578716378,20014.109588008247,30859.872166724625
t61,4329.594515178874,27073.518847054234,31403.113362233107
t62,4692.497972682061,7303.266413709684,11995.764386391744
t63,706.3687133718812,23831.165913066667,24537.534626438548
t64,0.0,6500.640652634361,6500.640652634361
t65,2179.1121047855213,7134.235691470223,9313.347796255744
t66,0.0,0.0,0.0
t67,0.0,0.0,0.0
t68,0.0,0.0,0.0
t69,0.0,889.2170237907865,889.2170237907865
t70,0.0,2796.5508066179823,2796.5508066179823
t71,0.0,5346.150046927803,5346.150046927803
t72,0.0,7584.347853306649,7584.347853306649
t73,0.0,8985.654305996013,8985.654305996013
t74,0.0,9705.770121961385,9705.770121961385
t75,0.0,10075.55932475441,10075.55932475441
t76,0.0,10036.634145513033,10036.634145513033
t77,0.0,9394.368688030416,9394.368688030416
t78,0.0,7428.647136341164,7428.647136341164
t79,0.0,3847.5306461350083,3847.5306461350083
t80,0.0,1901.2716840664386,1901.2716840664386
t81,0.0,15353.322467925313,15353.322467925313
t82,0.0,869.8095448250264,869.8095448250264
t83,0.0,18886.633752691807,18886.633752691807
t84,1907.7998495076793,27797.06120704505,29704.86105655273
t85,0.0,30143.0875626838,30143.0875626838
t86,0.0,29518.613757966603,29518.613757966603
t87,0.0,19716.299622727878,19716.299622727878
t88,0.0,16973.006451192472,16973.006451192472
t89,0.0,989.8501497208113,989.8501497208113
t90,0.0,0.0,0.0
t91,0.0,0.0,0.0
t92,0.0,149.63861820473795,149.63861820473795
t93,0.0,1434.1695331699864,1434.1695331699864
t94,0.0,3516.6666225833474,3516.6666225833474
t95,0.0,6183.041400617286,6183.041400617286
t96,0.0,8654.790282444357,8654.790282444357
t97,369.0385647705102,10250.722631340579,10619.761196111089
t98,878.4829007777093,11068.151395409377,11946.634296187087
t99,308.90986229211575,11515.790956685147,11824.700818977262
t100,209.8536816859159,11574.178725547199,11784.032407233115
t101,952.7750362323436,11029.22621616801,11982.001252400354
t102,0.0,9199.742791823559,9199.742791823559
t103,0.0,5735.4018393415145,5735.4018393415145
t104,0.0,3711.292518790203,3711.292518790203
t105,0.0,7012.440724207387,7012.440724207387
t106,0.0,13513.49212417919,13513.49212417919
t107,0.0,18225.640858920597,18225.640858920597
t108,853.0334065591495,20294.069876959285,21147.103283518434
t109,0.0,24613.818441987867,24613.818441987867
t110,0.0,26737.906135219295,26737.906135219295
t111,0.0,24793.114403042877,24793.114403042877
t112,0.0,20713.463160798536,20713.463160798536
t113,0.0,5327.022202436462,5327.022202436462
t114,0.0,636.2033587218735,636.2033587218735
t115,0.0,733.5163068253048,733.5163068253048
t116,0.0,1492.5573020320505,1492.5573020320505
t117,0.0,2679.7752688938676,2679.7752688938676
t118,0.0,4626.034230962431,4626.034230962431
t119,0.0,7272.946419375683,7272.946419375683
t120,0.0,9550.069404995898,9550.069404995898
t121,940.3930136565743,9358.30207320326,10298.695086859834
t122,0.0,10156.268247651375,10156.268247651375
t123,0.0,10564.982629685765,10564.982629685765
t124,0.0,10662.295577789191,10662.295577789191
t125,0.0,3394.7213173096334,3394.7213173096334
t126,0.0,10036.634145513033,10036.634145513033
t127,0.0,6630.680961893051,6630.680961893051
t128,0.0,4587.109051721057,4587.109051721057
t129,3714.405113972308,8295.969196596612,12010.374310568921
t130,0.0,13728.56460604712,13728.56460604712
t131,701.7555783670388,15862.135651108003,16563.89122947504
t132,4678.650473489845,22092.228679663134,26770.87915315298
t133,4313.88076279895,0.0,4313.88076279895
t134,0.0,3468.1973491739273,3468.1973491739273
t135,0.0,0.0,0.0
t136,0.0,14503.312017755972,14503.312017755972
t137,0.0,4309.2216717291485,4309.2216717291485
t138,0.0,2718.700448135242,2718.700448135242
t139,0.0,3884.4823059821783,3884.4823059821783
t140,0.0,5239.840518108011,5239.840518108011
t141,0.0,6388.133305728464,6388.133305728464
t142,0.0,7886.752706521259,7886.752706521259
t143,0.0,8791.02840978916,8791.02840978916
t144,1138.5053748689547,9183.138766617087,10321.644141486042
t145,569.8997915404784,10817.99629475468,11387.896086295157
t146,4226.13458509437,10022.88868472116,14249.02326981553
t147,0.0,13909.689480029478,13909.689480029478
t148,14307.523724073899,12413.928643650897,26721.452367724796
t149,0.0,12219.302747444042,12219.302747444042
t150,0.0,11479.724341857987,11479.724341857987
